WARD_NAME,WARD_NO,date,mean
Vidyaranyapura,9,2009-10-01,2.12E-05
Ullalu,130,2009-10-01,2.49E-05
Kengeri,159,2009-10-01,2.49E-05
Dodda Bidarakallu,40,2009-10-01,2.19E-05
Herohalli,72,2009-10-01,2.48E-05
Jalahalli,16,2009-10-01,2.12E-05
Rajarajeshwari Nagar,160,2009-10-01,2.47E-05
J P Park,17,2009-10-01,2.12E-05
Yeshwanthpura,37,2009-10-01,2.12E-05
HMT Ward,38,2009-10-01,2.12E-05
Lakshmi Devi Nagar,42,2009-10-01,2.12E-05
Laggere,69,2009-10-01,2.12E-05
Kottegepalya,73,2009-10-01,2.45E-05
Shettihalli,12,2009-10-01,2.12E-05
Mallasandra,13,2009-10-01,2.12E-05
Bagalakunte,14,2009-10-01,2.13E-05
T Dasarahalli,15,2009-10-01,2.12E-05
Chokkasandra,39,2009-10-01,2.13E-05
Peenya Industrial Area,41,2009-10-01,2.13E-05
Rajagopal Nagar,70,2009-10-01,2.16E-05
Hegganahalli,71,2009-10-01,2.25E-05
Vrisabhavathi Nagar,102,2009-10-01,2.47E-05
Nandini Layout,43,2009-10-01,2.12E-05
Marappana Palya,44,2009-10-01,2.12E-05
Nagapura,67,2009-10-01,2.18E-05
Mahalakshimpuram,68,2009-10-01,2.12E-05
Shakthi Ganapathi Nagar,74,2009-10-01,2.47E-05
Shankar Matt,75,2009-10-01,2.30E-05
Aramane Nagara,35,2009-10-01,2.15E-05
Mattikere,36,2009-10-01,2.12E-05
Malleswaram,45,2009-10-01,2.12E-05
Rajamahal Guttahalli,64,2009-10-01,2.21E-05
Kadu Malleshwar Ward,65,2009-10-01,2.20E-05
Subramanya Nagar,66,2009-10-01,2.12E-05
Gayithri Nagar,76,2009-10-01,2.41E-05
Radhakrishna Temple Ward,18,2009-10-01,2.12E-05
Sanjaya Nagar,19,2009-10-01,2.12E-05
Ganga Nagar,20,2009-10-01,2.12E-05
Hebbala,21,2009-10-01,2.12E-05
Vishwanath Nagenahalli,22,2009-10-01,2.12E-05
Manorayanapalya,33,2009-10-01,2.12E-05
Gangenahalli,34,2009-10-01,2.12E-05
Jayachamarajendra Nagar,46,2009-10-01,2.12E-05
Kushal Nagar,31,2009-10-01,2.12E-05
Kaval Bairasandra,32,2009-10-01,2.12E-05
Devara Jeevanahalli,47,2009-10-01,2.12E-05
Muneshwara Nagar,48,2009-10-01,2.12E-05
Sagayarapuram,60,2009-10-01,2.12E-05
S K Garden,61,2009-10-01,2.15E-05
Pulikeshinagar,78,2009-10-01,2.43E-05
Nagavara,23,2009-10-01,2.12E-05
Pattabhiram Nagar,168,2009-10-01,2.47E-05
Byrasandra,169,2009-10-01,2.47E-05
Shakambari Nagar,179,2009-10-01,2.47E-05
Varthuru,149,2009-10-01,2.48E-05
Bellanduru,150,2009-10-01,2.47E-05
Garudachar Playa,82,2009-10-01,2.47E-05
Kadugodi,83,2009-10-01,2.45E-05
Hagadur,84,2009-10-01,2.49E-05
Dodda Nekkundi,85,2009-10-01,2.47E-05
HSR Layout,174,2009-10-01,2.47E-05
Bommanahalli,175,2009-10-01,2.47E-05
Jaraganahalli,186,2009-10-01,2.47E-05
Puttenahalli,187,2009-10-01,2.47E-05
Bilekhalli,188,2009-10-01,2.47E-05
Hongasandra,189,2009-10-01,2.47E-05
Mangammanapalya,190,2009-10-01,2.47E-05
Singasandra,191,2009-10-01,2.47E-05
Arakere,193,2009-10-01,2.47E-05
Uttarahalli,184,2009-10-01,2.47E-05
Yelchenahalli,185,2009-10-01,2.47E-05
Begur,192,2009-10-01,2.47E-05
Gottigere,194,2009-10-01,2.47E-05
Konankunte,195,2009-10-01,2.47E-05
Anjanapura,196,2009-10-01,2.47E-05
Kempegowda Ward,1,2009-10-01,2.12E-05
K R Puram,52,2009-10-01,2.12E-05
Jnana Bharathi ward,129,2009-10-01,2.47E-05
Jayanagar East,170,2009-10-01,2.47E-05
Gurappanapalya,171,2009-10-01,2.47E-05
Chikkalsandra,183,2009-10-01,2.47E-05
Vasanthpura,197,2009-10-01,2.47E-05
J P Nagar,177,2009-10-01,2.47E-05
Madivala,172,2009-10-01,2.47E-05
Ramamurthy Nagar,26,2009-10-01,2.12E-05
Horamavu,25,2009-10-01,2.12E-05
Marathahalli,86,2009-10-01,2.47E-05
Hemmigepura,198,2009-10-01,2.48E-05
Chowdeswari Ward,2,2010-01-01,1.85E-08
Atturu,3,2010-01-01,1.85E-08
Yelahanka Satellite Town,4,2010-01-01,1.85E-08
Vijnanapura,51,2010-01-01,2.04E-08
Basavanapura,53,2010-01-01,1.87E-08
Hudi,54,2010-01-01,3.04E-08
Devasandra,55,2010-01-01,3.47E-08
A Narayanapura,56,2010-01-01,6.28E-08
Vijnana Nagar,81,2010-01-01,6.44E-08
HAL Airport,87,2010-01-01,6.44E-08
Dodda Bommasandra,10,2010-01-01,1.85E-08
Kuvempu Nagar,11,2010-01-01,1.85E-08
Jakkuru,5,2010-01-01,1.85E-08
Thanisandra,6,2010-01-01,1.85E-08
Byatarayanapura,7,2010-01-01,1.85E-08
Kodigehalli,8,2010-01-01,1.85E-08
Vidyaranyapura,9,2010-01-01,1.85E-08
Ullalu,130,2010-01-01,4.87E-08
Kengeri,159,2010-01-01,4.87E-08
Dodda Bidarakallu,40,2010-01-01,1.71E-08
Herohalli,72,2010-01-01,4.79E-08
Jalahalli,16,2010-01-01,1.85E-08
Rajarajeshwari Nagar,160,2010-01-01,6.44E-08
J P Park,17,2010-01-01,1.85E-08
Yeshwanthpura,37,2010-01-01,1.85E-08
HMT Ward,38,2010-01-01,1.85E-08
Lakshmi Devi Nagar,42,2010-01-01,1.85E-08
Laggere,69,2010-01-01,1.85E-08
Kottegepalya,73,2010-01-01,6.25E-08
Shettihalli,12,2010-01-01,1.85E-08
Mallasandra,13,2010-01-01,1.85E-08
Bagalakunte,14,2010-01-01,1.50E-08
T Dasarahalli,15,2010-01-01,1.85E-08
Chokkasandra,39,2010-01-01,1.70E-08
Peenya Industrial Area,41,2010-01-01,1.75E-08
Rajagopal Nagar,70,2010-01-01,2.32E-08
Hegganahalli,71,2010-01-01,3.21E-08
Vrisabhavathi Nagar,102,2010-01-01,6.44E-08
Nandini Layout,43,2010-01-01,1.85E-08
Marappana Palya,44,2010-01-01,1.85E-08
Nagapura,67,2010-01-01,2.61E-08
Mahalakshimpuram,68,2010-01-01,1.85E-08
Shakthi Ganapathi Nagar,74,2010-01-01,6.44E-08
Shankar Matt,75,2010-01-01,4.18E-08
Aramane Nagara,35,2010-01-01,2.17E-08
Mattikere,36,2010-01-01,1.85E-08
Malleswaram,45,2010-01-01,1.85E-08
Rajamahal Guttahalli,64,2010-01-01,3.01E-08
Kadu Malleshwar Ward,65,2010-01-01,2.93E-08
Subramanya Nagar,66,2010-01-01,1.85E-08
Gayithri Nagar,76,2010-01-01,5.64E-08
Radhakrishna Temple Ward,18,2010-01-01,1.85E-08
Sanjaya Nagar,19,2010-01-01,1.85E-08
Ganga Nagar,20,2010-01-01,1.85E-08
Hebbala,21,2010-01-01,1.85E-08
Vishwanath Nagenahalli,22,2010-01-01,1.85E-08
Manorayanapalya,33,2010-01-01,1.85E-08
Gangenahalli,34,2010-01-01,1.85E-08
Jayachamarajendra Nagar,46,2010-01-01,1.85E-08
Kushal Nagar,31,2010-01-01,1.85E-08
Kaval Bairasandra,32,2010-01-01,1.85E-08
Devara Jeevanahalli,47,2010-01-01,1.85E-08
Muneshwara Nagar,48,2010-01-01,1.85E-08
Sagayarapuram,60,2010-01-01,1.85E-08
S K Garden,61,2010-01-01,2.18E-08
Pulikeshinagar,78,2010-01-01,5.92E-08
Nagavara,23,2010-01-01,1.85E-08
HBR Layout,24,2010-01-01,1.85E-08
Banasavadi,27,2010-01-01,1.85E-08
Kammanahalli,28,2010-01-01,1.85E-08
Kacharkanahalli,29,2010-01-01,1.85E-08
Kadugondanahalli,30,2010-01-01,1.85E-08
Lingarajapura,49,2010-01-01,1.85E-08
Maruthi Seva Nagar,59,2010-01-01,4.24E-08
Konena Agrahara,113,2010-01-01,6.44E-08
Benniganahalli,50,2010-01-01,4.24E-08
C V Raman Nagar,57,2010-01-01,6.44E-08
New Tippasandara,58,2010-01-01,6.44E-08
Sarvagna Nagar,79,2010-01-01,6.44E-08
Hoysala Nagar,80,2010-01-01,6.44E-08
Jeevanbhima Nagar,88,2010-01-01,6.44E-08
Sampangiram Nagar,110,2010-01-01,6.44E-08
Ramaswamy Palya,62,2010-01-01,1.85E-08
Jayamahal,63,2010-01-01,5.67E-08
Halsoor,90,2010-01-01,6.44E-08
Bharathi Nagar,91,2010-01-01,6.44E-08
Shivaji Nagar,92,2010-01-01,6.44E-08
Vasanth Nagar,93,2010-01-01,6.44E-08
Shantala Nagar,111,2010-01-01,6.44E-08
Domlur,112,2010-01-01,6.44E-08
Agaram,114,2010-01-01,6.44E-08
Vannarpet,115,2010-01-01,6.44E-08
Nilasandra,116,2010-01-01,6.44E-08
Shanthi Nagar,117,2010-01-01,6.44E-08
Jogupalya,89,2010-01-01,6.44E-08
Chickpete,109,2010-01-01,6.44E-08
Cottonpete,120,2010-01-01,6.44E-08
Binnipete,121,2010-01-01,6.44E-08
Dattatreya Temple,77,2010-01-01,6.04E-08
Gandhinagar,94,2010-01-01,6.44E-08
Subhash Nagar,95,2010-01-01,6.44E-08
Okalipuram,96,2010-01-01,6.44E-08
Basaveshwara Nagar,100,2010-01-01,6.44E-08
Kamakshipalya,101,2010-01-01,6.44E-08
Shivanagara,107,2010-01-01,6.44E-08
Sriramamandir,108,2010-01-01,6.44E-08
Dayananda Nagar,97,2010-01-01,6.44E-08
Prakash Nagar,98,2010-01-01,6.44E-08
Rajaji Nagar,99,2010-01-01,6.44E-08
Kaveripura,103,2010-01-01,6.44E-08
Govindaraja Nagar,104,2010-01-01,6.44E-08
Agrahara Dasarahalli,105,2010-01-01,6.44E-08
Dr. Raj Kumar Ward,106,2010-01-01,6.44E-08
Marenahalli,125,2010-01-01,6.44E-08
Maruthi Mandir ward,126,2010-01-01,6.44E-08
Mudalapalya,127,2010-01-01,6.44E-08
Nagarabhavi,128,2010-01-01,6.44E-08
Nayandahalli,131,2010-01-01,6.44E-08
Kempapura Agrahara,122,2010-01-01,6.44E-08
Vijayanagar,123,2010-01-01,6.44E-08
Hosahalli,124,2010-01-01,6.44E-08
Attiguppe,132,2010-01-01,6.44E-08
Hampi Nagar,133,2010-01-01,6.44E-08
Bapuji Nagar,134,2010-01-01,6.44E-08
Gali Anjenaya Temple ward,157,2010-01-01,6.44E-08
Deepanjali Nagar,158,2010-01-01,6.44E-08
Padarayanapura,135,2010-01-01,6.44E-08
Jagajivanaramnagar,136,2010-01-01,6.44E-08
Rayapuram,137,2010-01-01,6.44E-08
Chalavadipalya,138,2010-01-01,6.44E-08
K R Market,139,2010-01-01,6.44E-08
Chamrajapet,140,2010-01-01,6.44E-08
Azad Nagar,141,2010-01-01,6.44E-08
Sudham Nagara,118,2010-01-01,6.44E-08
Dharmaraya Swamy Temple,119,2010-01-01,6.44E-08
Sunkenahalli,142,2010-01-01,6.44E-08
Vishveshwara Puram,143,2010-01-01,6.44E-08
Siddapura,144,2010-01-01,6.44E-08
Hombegowda Nagara,145,2010-01-01,6.44E-08
Jayanagar,153,2010-01-01,6.44E-08
Hanumanth Nagar,155,2010-01-01,6.44E-08
Srinagar,156,2010-01-01,6.44E-08
Basavanagudi,154,2010-01-01,6.44E-08
Girinagar,162,2010-01-01,6.44E-08
Katriguppe,163,2010-01-01,6.44E-08
Vidyapeeta ward,164,2010-01-01,6.44E-08
Hosakerehalli,161,2010-01-01,6.44E-08
Ganesh Mandir ward,165,2010-01-01,6.44E-08
Karisandra,166,2010-01-01,6.44E-08
Yediyur,167,2010-01-01,6.44E-08
Banashankari Temple ward,180,2010-01-01,6.44E-08
Kumaraswamy Layout,181,2010-01-01,6.44E-08
Padmanabha Nagar,182,2010-01-01,6.44E-08
Lakkasandra,146,2010-01-01,6.44E-08
Adugodi,147,2010-01-01,6.44E-08
Ejipura,148,2010-01-01,6.44E-08
Koramangala,151,2010-01-01,6.44E-08
Suddagunte Palya,152,2010-01-01,6.44E-08
Sarakki,178,2010-01-01,6.44E-08
Jakkasandra,173,2010-01-01,6.44E-08
BTM Layout,176,2010-01-01,6.44E-08
Pattabhiram Nagar,168,2010-01-01,6.44E-08
Byrasandra,169,2010-01-01,6.44E-08
Shakambari Nagar,179,2010-01-01,6.44E-08
Varthuru,149,2010-01-01,6.73E-08
Bellanduru,150,2010-01-01,6.44E-08
Garudachar Playa,82,2010-01-01,6.44E-08
Kadugodi,83,2010-01-01,6.80E-08
Hagadur,84,2010-01-01,7.00E-08
Dodda Nekkundi,85,2010-01-01,6.44E-08
HSR Layout,174,2010-01-01,6.44E-08
Bommanahalli,175,2010-01-01,6.44E-08
Jaraganahalli,186,2010-01-01,6.44E-08
Puttenahalli,187,2010-01-01,6.44E-08
Bilekhalli,188,2010-01-01,6.44E-08
Hongasandra,189,2010-01-01,6.44E-08
Mangammanapalya,190,2010-01-01,6.44E-08
Singasandra,191,2010-01-01,6.44E-08
Arakere,193,2010-01-01,6.44E-08
Uttarahalli,184,2010-01-01,6.44E-08
Yelchenahalli,185,2010-01-01,6.44E-08
Begur,192,2010-01-01,6.44E-08
Gottigere,194,2010-01-01,6.44E-08
Konankunte,195,2010-01-01,6.44E-08
Anjanapura,196,2010-01-01,6.44E-08
Kempegowda Ward,1,2010-01-01,1.85E-08
K R Puram,52,2010-01-01,1.85E-08
Jnana Bharathi ward,129,2010-01-01,5.86E-08
Jayanagar East,170,2010-01-01,6.44E-08
Gurappanapalya,171,2010-01-01,6.44E-08
Chikkalsandra,183,2010-01-01,6.44E-08
Vasanthpura,197,2010-01-01,6.44E-08
J P Nagar,177,2010-01-01,6.44E-08
Madivala,172,2010-01-01,6.44E-08
Ramamurthy Nagar,26,2010-01-01,1.85E-08
Horamavu,25,2010-01-01,1.85E-08
Marathahalli,86,2010-01-01,6.44E-08
Hemmigepura,198,2010-01-01,5.73E-08
Chowdeswari Ward,2,2010-04-01,2.06E-05
Atturu,3,2010-04-01,2.06E-05
Yelahanka Satellite Town,4,2010-04-01,2.06E-05
Vijnanapura,51,2010-04-01,2.07E-05
Basavanapura,53,2010-04-01,2.06E-05
Hudi,54,2010-04-01,2.11E-05
Devasandra,55,2010-04-01,2.14E-05
A Narayanapura,56,2010-04-01,2.29E-05
Vijnana Nagar,81,2010-04-01,2.30E-05
HAL Airport,87,2010-04-01,2.30E-05
Dodda Bommasandra,10,2010-04-01,2.06E-05
Kuvempu Nagar,11,2010-04-01,2.06E-05
Jakkuru,5,2010-04-01,2.06E-05
Thanisandra,6,2010-04-01,2.06E-05
Byatarayanapura,7,2010-04-01,2.06E-05
Kodigehalli,8,2010-04-01,2.06E-05
Vidyaranyapura,9,2010-04-01,2.06E-05
Ullalu,130,2010-04-01,2.38E-05
Kengeri,159,2010-04-01,2.38E-05
Dodda Bidarakallu,40,2010-04-01,2.23E-05
Herohalli,72,2010-04-01,2.38E-05
Jalahalli,16,2010-04-01,2.06E-05
Rajarajeshwari Nagar,160,2010-04-01,2.30E-05
J P Park,17,2010-04-01,2.06E-05
Yeshwanthpura,37,2010-04-01,2.06E-05
HMT Ward,38,2010-04-01,2.06E-05
Lakshmi Devi Nagar,42,2010-04-01,2.06E-05
Laggere,69,2010-04-01,2.06E-05
Kottegepalya,73,2010-04-01,2.29E-05
Shettihalli,12,2010-04-01,2.06E-05
Mallasandra,13,2010-04-01,2.06E-05
Bagalakunte,14,2010-04-01,2.13E-05
T Dasarahalli,15,2010-04-01,2.06E-05
Chokkasandra,39,2010-04-01,2.09E-05
Peenya Industrial Area,41,2010-04-01,2.08E-05
Rajagopal Nagar,70,2010-04-01,2.08E-05
Hegganahalli,71,2010-04-01,2.19E-05
Vrisabhavathi Nagar,102,2010-04-01,2.30E-05
Nandini Layout,43,2010-04-01,2.06E-05
Marappana Palya,44,2010-04-01,2.06E-05
Nagapura,67,2010-04-01,2.10E-05
Mahalakshimpuram,68,2010-04-01,2.06E-05
Shakthi Ganapathi Nagar,74,2010-04-01,2.30E-05
Shankar Matt,75,2010-04-01,2.18E-05
Aramane Nagara,35,2010-04-01,2.07E-05
Mattikere,36,2010-04-01,2.06E-05
Malleswaram,45,2010-04-01,2.06E-05
Rajamahal Guttahalli,64,2010-04-01,2.12E-05
Kadu Malleshwar Ward,65,2010-04-01,2.11E-05
Subramanya Nagar,66,2010-04-01,2.06E-05
Gayithri Nagar,76,2010-04-01,2.26E-05
Radhakrishna Temple Ward,18,2010-04-01,2.06E-05
Sanjaya Nagar,19,2010-04-01,2.06E-05
Ganga Nagar,20,2010-04-01,2.06E-05
Hebbala,21,2010-04-01,2.06E-05
Vishwanath Nagenahalli,22,2010-04-01,2.06E-05
Manorayanapalya,33,2010-04-01,2.06E-05
Gangenahalli,34,2010-04-01,2.06E-05
Jayachamarajendra Nagar,46,2010-04-01,2.06E-05
Kushal Nagar,31,2010-04-01,2.06E-05
Kaval Bairasandra,32,2010-04-01,2.06E-05
Devara Jeevanahalli,47,2010-04-01,2.06E-05
Muneshwara Nagar,48,2010-04-01,2.06E-05
Sagayarapuram,60,2010-04-01,2.06E-05
S K Garden,61,2010-04-01,2.07E-05
Pulikeshinagar,78,2010-04-01,2.27E-05
Nagavara,23,2010-04-01,2.06E-05
HBR Layout,24,2010-04-01,2.06E-05
Banasavadi,27,2010-04-01,2.06E-05
Kammanahalli,28,2010-04-01,2.06E-05
Kacharkanahalli,29,2010-04-01,2.06E-05
Kadugondanahalli,30,2010-04-01,2.06E-05
Lingarajapura,49,2010-04-01,2.06E-05
Maruthi Seva Nagar,59,2010-04-01,2.18E-05
Konena Agrahara,113,2010-04-01,2.30E-05
Benniganahalli,50,2010-04-01,2.18E-05
C V Raman Nagar,57,2010-04-01,2.30E-05
New Tippasandara,58,2010-04-01,2.30E-05
Sarvagna Nagar,79,2010-04-01,2.30E-05
Hoysala Nagar,80,2010-04-01,2.30E-05
Jeevanbhima Nagar,88,2010-04-01,2.30E-05
Sampangiram Nagar,110,2010-04-01,2.30E-05
Ramaswamy Palya,62,2010-04-01,2.06E-05
Jayamahal,63,2010-04-01,2.26E-05
Halsoor,90,2010-04-01,2.30E-05
Bharathi Nagar,91,2010-04-01,2.30E-05
Shivaji Nagar,92,2010-04-01,2.30E-05
Vasanth Nagar,93,2010-04-01,2.30E-05
Shantala Nagar,111,2010-04-01,2.30E-05
Domlur,112,2010-04-01,2.30E-05
Agaram,114,2010-04-01,2.30E-05
Vannarpet,115,2010-04-01,2.30E-05
Nilasandra,116,2010-04-01,2.30E-05
Shanthi Nagar,117,2010-04-01,2.30E-05
Jogupalya,89,2010-04-01,2.30E-05
Chickpete,109,2010-04-01,2.30E-05
Cottonpete,120,2010-04-01,2.30E-05
Binnipete,121,2010-04-01,2.30E-05
Dattatreya Temple,77,2010-04-01,2.28E-05
Gandhinagar,94,2010-04-01,2.30E-05
Subhash Nagar,95,2010-04-01,2.30E-05
Okalipuram,96,2010-04-01,2.30E-05
Basaveshwara Nagar,100,2010-04-01,2.30E-05
Kamakshipalya,101,2010-04-01,2.30E-05
Shivanagara,107,2010-04-01,2.30E-05
Sriramamandir,108,2010-04-01,2.30E-05
Dayananda Nagar,97,2010-04-01,2.30E-05
Prakash Nagar,98,2010-04-01,2.30E-05
Rajaji Nagar,99,2010-04-01,2.30E-05
Kaveripura,103,2010-04-01,2.30E-05
Govindaraja Nagar,104,2010-04-01,2.30E-05
Agrahara Dasarahalli,105,2010-04-01,2.30E-05
Dr. Raj Kumar Ward,106,2010-04-01,2.30E-05
Marenahalli,125,2010-04-01,2.30E-05
Maruthi Mandir ward,126,2010-04-01,2.30E-05
Mudalapalya,127,2010-04-01,2.30E-05
Nagarabhavi,128,2010-04-01,2.30E-05
Nayandahalli,131,2010-04-01,2.30E-05
Kempapura Agrahara,122,2010-04-01,2.30E-05
Vijayanagar,123,2010-04-01,2.30E-05
Hosahalli,124,2010-04-01,2.30E-05
Attiguppe,132,2010-04-01,2.30E-05
Hampi Nagar,133,2010-04-01,2.30E-05
Bapuji Nagar,134,2010-04-01,2.30E-05
Gali Anjenaya Temple ward,157,2010-04-01,2.30E-05
Deepanjali Nagar,158,2010-04-01,2.30E-05
Padarayanapura,135,2010-04-01,2.30E-05
Jagajivanaramnagar,136,2010-04-01,2.30E-05
Rayapuram,137,2010-04-01,2.30E-05
Chalavadipalya,138,2010-04-01,2.30E-05
K R Market,139,2010-04-01,2.30E-05
Chamrajapet,140,2010-04-01,2.30E-05
Azad Nagar,141,2010-04-01,2.30E-05
Sudham Nagara,118,2010-04-01,2.30E-05
Dharmaraya Swamy Temple,119,2010-04-01,2.30E-05
Sunkenahalli,142,2010-04-01,2.30E-05
Vishveshwara Puram,143,2010-04-01,2.30E-05
Siddapura,144,2010-04-01,2.30E-05
Hombegowda Nagara,145,2010-04-01,2.30E-05
Jayanagar,153,2010-04-01,2.30E-05
Hanumanth Nagar,155,2010-04-01,2.30E-05
Srinagar,156,2010-04-01,2.30E-05
Basavanagudi,154,2010-04-01,2.30E-05
Girinagar,162,2010-04-01,2.30E-05
Katriguppe,163,2010-04-01,2.30E-05
Vidyapeeta ward,164,2010-04-01,2.30E-05
Hosakerehalli,161,2010-04-01,2.30E-05
Ganesh Mandir ward,165,2010-04-01,2.30E-05
Karisandra,166,2010-04-01,2.30E-05
Yediyur,167,2010-04-01,2.30E-05
Banashankari Temple ward,180,2010-04-01,2.30E-05
Kumaraswamy Layout,181,2010-04-01,2.30E-05
Padmanabha Nagar,182,2010-04-01,2.30E-05
Lakkasandra,146,2010-04-01,2.30E-05
Adugodi,147,2010-04-01,2.30E-05
Ejipura,148,2010-04-01,2.30E-05
Koramangala,151,2010-04-01,2.30E-05
Suddagunte Palya,152,2010-04-01,2.30E-05
Sarakki,178,2010-04-01,2.30E-05
Jakkasandra,173,2010-04-01,2.30E-05
BTM Layout,176,2010-04-01,2.30E-05
Pattabhiram Nagar,168,2010-04-01,2.30E-05
Byrasandra,169,2010-04-01,2.30E-05
Shakambari Nagar,179,2010-04-01,2.30E-05
Varthuru,149,2010-04-01,2.29E-05
Bellanduru,150,2010-04-01,2.30E-05
Garudachar Playa,82,2010-04-01,2.30E-05
Kadugodi,83,2010-04-01,2.24E-05
Hagadur,84,2010-04-01,2.28E-05
Dodda Nekkundi,85,2010-04-01,2.30E-05
HSR Layout,174,2010-04-01,2.30E-05
Bommanahalli,175,2010-04-01,2.30E-05
Jaraganahalli,186,2010-04-01,2.30E-05
Puttenahalli,187,2010-04-01,2.30E-05
Bilekhalli,188,2010-04-01,2.30E-05
Hongasandra,189,2010-04-01,2.30E-05
Mangammanapalya,190,2010-04-01,2.30E-05
Singasandra,191,2010-04-01,2.30E-05
Arakere,193,2010-04-01,2.30E-05
Uttarahalli,184,2010-04-01,2.30E-05
Yelchenahalli,185,2010-04-01,2.30E-05
Begur,192,2010-04-01,2.30E-05
Gottigere,194,2010-04-01,2.30E-05
Konankunte,195,2010-04-01,2.30E-05
Anjanapura,196,2010-04-01,2.30E-05
Kempegowda Ward,1,2010-04-01,2.06E-05
K R Puram,52,2010-04-01,2.06E-05
Jnana Bharathi ward,129,2010-04-01,2.33E-05
Jayanagar East,170,2010-04-01,2.30E-05
Gurappanapalya,171,2010-04-01,2.30E-05
Chikkalsandra,183,2010-04-01,2.30E-05
Vasanthpura,197,2010-04-01,2.30E-05
J P Nagar,177,2010-04-01,2.30E-05
Madivala,172,2010-04-01,2.30E-05
Ramamurthy Nagar,26,2010-04-01,2.06E-05
Horamavu,25,2010-04-01,2.06E-05
Marathahalli,86,2010-04-01,2.30E-05
Hemmigepura,198,2010-04-01,2.34E-05
Chowdeswari Ward,2,2010-07-01,4.96E-05
Atturu,3,2010-07-01,4.96E-05
Yelahanka Satellite Town,4,2010-07-01,4.96E-05
Vijnanapura,51,2010-07-01,4.95E-05
Basavanapura,53,2010-07-01,4.96E-05
Hudi,54,2010-07-01,4.92E-05
Devasandra,55,2010-07-01,4.91E-05
A Narayanapura,56,2010-07-01,4.82E-05
Vijnana Nagar,81,2010-07-01,4.82E-05
HAL Airport,87,2010-07-01,4.82E-05
Dodda Bommasandra,10,2010-07-01,4.96E-05
Kuvempu Nagar,11,2010-07-01,4.96E-05
Jakkuru,5,2010-07-01,4.96E-05
Thanisandra,6,2010-07-01,4.96E-05
Byatarayanapura,7,2010-07-01,4.96E-05
Kodigehalli,8,2010-07-01,4.96E-05
Vidyaranyapura,9,2010-07-01,4.96E-05
Ullalu,130,2010-07-01,4.76E-05
Kengeri,159,2010-07-01,4.76E-05
Dodda Bidarakallu,40,2010-07-01,4.96E-05
Herohalli,72,2010-07-01,4.76E-05
Jalahalli,16,2010-07-01,4.96E-05
Rajarajeshwari Nagar,160,2010-07-01,4.82E-05
J P Park,17,2010-07-01,4.96E-05
Yeshwanthpura,37,2010-07-01,4.96E-05
HMT Ward,38,2010-07-01,4.96E-05
Lakshmi Devi Nagar,42,2010-07-01,4.96E-05
Laggere,69,2010-07-01,4.96E-05
Kottegepalya,73,2010-07-01,4.82E-05
Shettihalli,12,2010-07-01,4.96E-05
Mallasandra,13,2010-07-01,4.96E-05
Bagalakunte,14,2010-07-01,4.98E-05
T Dasarahalli,15,2010-07-01,4.96E-05
Chokkasandra,39,2010-07-01,4.97E-05
Peenya Industrial Area,41,2010-07-01,4.96E-05
Rajagopal Nagar,70,2010-07-01,4.94E-05
Hegganahalli,71,2010-07-01,4.92E-05
Vrisabhavathi Nagar,102,2010-07-01,4.82E-05
Nandini Layout,43,2010-07-01,4.96E-05
Marappana Palya,44,2010-07-01,4.96E-05
Nagapura,67,2010-07-01,4.94E-05
Mahalakshimpuram,68,2010-07-01,4.96E-05
Shakthi Ganapathi Nagar,74,2010-07-01,4.82E-05
Shankar Matt,75,2010-07-01,4.89E-05
Aramane Nagara,35,2010-07-01,4.95E-05
Mattikere,36,2010-07-01,4.96E-05
Malleswaram,45,2010-07-01,4.96E-05
Rajamahal Guttahalli,64,2010-07-01,4.92E-05
Kadu Malleshwar Ward,65,2010-07-01,4.93E-05
Subramanya Nagar,66,2010-07-01,4.96E-05
Gayithri Nagar,76,2010-07-01,4.84E-05
Radhakrishna Temple Ward,18,2010-07-01,4.96E-05
Sanjaya Nagar,19,2010-07-01,4.96E-05
Ganga Nagar,20,2010-07-01,4.96E-05
Hebbala,21,2010-07-01,4.96E-05
Vishwanath Nagenahalli,22,2010-07-01,4.96E-05
Manorayanapalya,33,2010-07-01,4.96E-05
Gangenahalli,34,2010-07-01,4.96E-05
Jayachamarajendra Nagar,46,2010-07-01,4.96E-05
Kushal Nagar,31,2010-07-01,4.96E-05
Kaval Bairasandra,32,2010-07-01,4.96E-05
Devara Jeevanahalli,47,2010-07-01,4.96E-05
Muneshwara Nagar,48,2010-07-01,4.96E-05
Sagayarapuram,60,2010-07-01,4.96E-05
S K Garden,61,2010-07-01,4.95E-05
Pulikeshinagar,78,2010-07-01,4.83E-05
Nagavara,23,2010-07-01,4.96E-05
HBR Layout,24,2010-07-01,4.96E-05
Banasavadi,27,2010-07-01,4.96E-05
Kammanahalli,28,2010-07-01,4.96E-05
Kacharkanahalli,29,2010-07-01,4.96E-05
Kadugondanahalli,30,2010-07-01,4.96E-05
Lingarajapura,49,2010-07-01,4.96E-05
Maruthi Seva Nagar,59,2010-07-01,4.88E-05
Konena Agrahara,113,2010-07-01,4.82E-05
Benniganahalli,50,2010-07-01,4.88E-05
C V Raman Nagar,57,2010-07-01,4.82E-05
New Tippasandara,58,2010-07-01,4.82E-05
Sarvagna Nagar,79,2010-07-01,4.82E-05
