WARD_NAME,WARD_NO,date,mean
Mattikere,36,2009-01-01,2.31E-08
Malleswaram,45,2009-01-01,2.31E-08
Rajamahal Guttahalli,64,2009-01-01,6.17E-08
Kadu Malleshwar Ward,65,2009-01-01,5.89E-08
Subramanya Nagar,66,2009-01-01,2.31E-08
Gayithri Nagar,76,2009-01-01,1.49E-07
Radhakrishna Temple Ward,18,2009-01-01,2.31E-08
Sanjaya Nagar,19,2009-01-01,2.31E-08
Ganga Nagar,20,2009-01-01,2.31E-08
Hebbala,21,2009-01-01,2.31E-08
Vishwanath Nagenahalli,22,2009-01-01,2.31E-08
Manorayanapalya,33,2009-01-01,2.31E-08
Gangenahalli,34,2009-01-01,2.31E-08
Jayachamarajendra Nagar,46,2009-01-01,2.31E-08
Kushal Nagar,31,2009-01-01,2.31E-08
Kaval Bairasandra,32,2009-01-01,2.31E-08
Devara Jeevanahalli,47,2009-01-01,2.31E-08
Muneshwara Nagar,48,2009-01-01,2.31E-08
Sagayarapuram,60,2009-01-01,2.31E-08
S K Garden,61,2009-01-01,3.40E-08
Pulikeshinagar,78,2009-01-01,1.58E-07
Nagavara,23,2009-01-01,2.31E-08
Pattabhiram Nagar,168,2009-01-01,1.75E-07
Byrasandra,169,2009-01-01,1.75E-07
Shakambari Nagar,179,2009-01-01,1.75E-07
Varthuru,149,2009-01-01,1.73E-07
Bellanduru,150,2009-01-01,1.75E-07
Garudachar Playa,82,2009-01-01,1.75E-07
Kadugodi,83,2009-01-01,1.50E-07
Hagadur,84,2009-01-01,1.71E-07
Dodda Nekkundi,85,2009-01-01,1.75E-07
HSR Layout,174,2009-01-01,1.75E-07
Bommanahalli,175,2009-01-01,1.75E-07
Jaraganahalli,186,2009-01-01,1.75E-07
Puttenahalli,187,2009-01-01,1.75E-07
Bilekhalli,188,2009-01-01,1.75E-07
Hongasandra,189,2009-01-01,1.75E-07
Mangammanapalya,190,2009-01-01,1.75E-07
Singasandra,191,2009-01-01,1.75E-07
Arakere,193,2009-01-01,1.75E-07
Uttarahalli,184,2009-01-01,1.75E-07
Yelchenahalli,185,2009-01-01,1.75E-07
Begur,192,2009-01-01,1.75E-07
Gottigere,194,2009-01-01,1.75E-07
Konankunte,195,2009-01-01,1.75E-07
Anjanapura,196,2009-01-01,1.75E-07
Kempegowda Ward,1,2009-01-01,2.31E-08
K R Puram,52,2009-01-01,2.31E-08
Jnana Bharathi ward,129,2009-01-01,1.81E-07
Jayanagar East,170,2009-01-01,1.75E-07
Gurappanapalya,171,2009-01-01,1.75E-07
Chikkalsandra,183,2009-01-01,1.75E-07
Vasanthpura,197,2009-01-01,1.75E-07
J P Nagar,177,2009-01-01,1.75E-07
Madivala,172,2009-01-01,1.75E-07
Ramamurthy Nagar,26,2009-01-01,2.31E-08
Horamavu,25,2009-01-01,2.31E-08
Marathahalli,86,2009-01-01,1.75E-07
Hemmigepura,198,2009-01-01,1.82E-07
HBR Layout,24,2009-04-01,2.06E-05
Banasavadi,27,2009-04-01,2.06E-05
Kammanahalli,28,2009-04-01,2.06E-05
Kacharkanahalli,29,2009-04-01,2.06E-05
Kadugondanahalli,30,2009-04-01,2.06E-05
Lingarajapura,49,2009-04-01,2.06E-05
Maruthi Seva Nagar,59,2009-04-01,2.15E-05
Konena Agrahara,113,2009-04-01,2.22E-05
Benniganahalli,50,2009-04-01,2.15E-05
C V Raman Nagar,57,2009-04-01,2.22E-05
New Tippasandara,58,2009-04-01,2.22E-05
Sarvagna Nagar,79,2009-04-01,2.22E-05
Hoysala Nagar,80,2009-04-01,2.22E-05
Jeevanbhima Nagar,88,2009-04-01,2.22E-05
Sampangiram Nagar,110,2009-04-01,2.22E-05
Ramaswamy Palya,62,2009-04-01,2.06E-05
Jayamahal,63,2009-04-01,2.19E-05
Halsoor,90,2009-04-01,2.22E-05
Bharathi Nagar,91,2009-04-01,2.22E-05
Shivaji Nagar,92,2009-04-01,2.22E-05
Vasanth Nagar,93,2009-04-01,2.22E-05
Shantala Nagar,111,2009-04-01,2.22E-05
Domlur,112,2009-04-01,2.22E-05
Agaram,114,2009-04-01,2.22E-05
Vannarpet,115,2009-04-01,2.22E-05
Nilasandra,116,2009-04-01,2.22E-05
Shanthi Nagar,117,2009-04-01,2.22E-05
Jogupalya,89,2009-04-01,2.22E-05
Chickpete,109,2009-04-01,2.22E-05
Cottonpete,120,2009-04-01,2.22E-05
Binnipete,121,2009-04-01,2.22E-05
Dattatreya Temple,77,2009-04-01,2.21E-05
Gandhinagar,94,2009-04-01,2.22E-05
Subhash Nagar,95,2009-04-01,2.22E-05
Okalipuram,96,2009-04-01,2.22E-05
Basaveshwara Nagar,100,2009-04-01,2.22E-05
Kamakshipalya,101,2009-04-01,2.22E-05
Shivanagara,107,2009-04-01,2.22E-05
Sriramamandir,108,2009-04-01,2.22E-05
Dayananda Nagar,97,2009-04-01,2.22E-05
Prakash Nagar,98,2009-04-01,2.22E-05
Rajaji Nagar,99,2009-04-01,2.22E-05
Kaveripura,103,2009-04-01,2.22E-05
Govindaraja Nagar,104,2009-04-01,2.22E-05
Agrahara Dasarahalli,105,2009-04-01,2.22E-05
Dr. Raj Kumar Ward,106,2009-04-01,2.22E-05
Marenahalli,125,2009-04-01,2.22E-05
Maruthi Mandir ward,126,2009-04-01,2.22E-05
Mudalapalya,127,2009-04-01,2.22E-05
Nagarabhavi,128,2009-04-01,2.22E-05
Nayandahalli,131,2009-04-01,2.22E-05
Kempapura Agrahara,122,2009-04-01,2.22E-05
Vijayanagar,123,2009-04-01,2.22E-05
Hosahalli,124,2009-04-01,2.22E-05
Attiguppe,132,2009-04-01,2.22E-05
Hampi Nagar,133,2009-04-01,2.22E-05
Bapuji Nagar,134,2009-04-01,2.22E-05
Gali Anjenaya Temple ward,157,2009-04-01,2.22E-05
Deepanjali Nagar,158,2009-04-01,2.22E-05
Padarayanapura,135,2009-04-01,2.22E-05
Jagajivanaramnagar,136,2009-04-01,2.22E-05
Rayapuram,137,2009-04-01,2.22E-05
Chalavadipalya,138,2009-04-01,2.22E-05
K R Market,139,2009-04-01,2.22E-05
Chamrajapet,140,2009-04-01,2.22E-05
Azad Nagar,141,2009-04-01,2.22E-05
Sudham Nagara,118,2009-04-01,2.22E-05
Dharmaraya Swamy Temple,119,2009-04-01,2.22E-05
Sunkenahalli,142,2009-04-01,2.22E-05
Vishveshwara Puram,143,2009-04-01,2.22E-05
Siddapura,144,2009-04-01,2.22E-05
Hombegowda Nagara,145,2009-04-01,2.22E-05
Jayanagar,153,2009-04-01,2.22E-05
Hanumanth Nagar,155,2009-04-01,2.22E-05
Srinagar,156,2009-04-01,2.22E-05
Basavanagudi,154,2009-04-01,2.22E-05
Girinagar,162,2009-04-01,2.22E-05
Katriguppe,163,2009-04-01,2.22E-05
Vidyapeeta ward,164,2009-04-01,2.22E-05
Hosakerehalli,161,2009-04-01,2.22E-05
Ganesh Mandir ward,165,2009-04-01,2.22E-05
Karisandra,166,2009-04-01,2.22E-05
Yediyur,167,2009-04-01,2.22E-05
Banashankari Temple ward,180,2009-04-01,2.22E-05
Kumaraswamy Layout,181,2009-04-01,2.22E-05
Padmanabha Nagar,182,2009-04-01,2.22E-05
Lakkasandra,146,2009-04-01,2.22E-05
Adugodi,147,2009-04-01,2.22E-05
Ejipura,148,2009-04-01,2.22E-05
Koramangala,151,2009-04-01,2.22E-05
Suddagunte Palya,152,2009-04-01,2.22E-05
Sarakki,178,2009-04-01,2.22E-05
Jakkasandra,173,2009-04-01,2.22E-05
BTM Layout,176,2009-04-01,2.22E-05
Chowdeswari Ward,2,2009-04-01,2.06E-05
Atturu,3,2009-04-01,2.06E-05
Yelahanka Satellite Town,4,2009-04-01,2.06E-05
Vijnanapura,51,2009-04-01,2.07E-05
Basavanapura,53,2009-04-01,2.06E-05
Hudi,54,2009-04-01,2.09E-05
Devasandra,55,2009-04-01,2.12E-05
A Narayanapura,56,2009-04-01,2.22E-05
Vijnana Nagar,81,2009-04-01,2.22E-05
HAL Airport,87,2009-04-01,2.22E-05
Dodda Bommasandra,10,2009-04-01,2.06E-05
Kuvempu Nagar,11,2009-04-01,2.06E-05
Jakkuru,5,2009-04-01,2.06E-05
Thanisandra,6,2009-04-01,2.06E-05
Byatarayanapura,7,2009-04-01,2.06E-05
Kodigehalli,8,2009-04-01,2.06E-05
Vidyaranyapura,9,2009-04-01,2.06E-05
Ullalu,130,2009-04-01,2.26E-05
Kengeri,159,2009-04-01,2.26E-05
Dodda Bidarakallu,40,2009-04-01,2.17E-05
Herohalli,72,2009-04-01,2.26E-05
Jalahalli,16,2009-04-01,2.06E-05
Rajarajeshwari Nagar,160,2009-04-01,2.22E-05
J P Park,17,2009-04-01,2.06E-05
Yeshwanthpura,37,2009-04-01,2.06E-05
HMT Ward,38,2009-04-01,2.06E-05
Lakshmi Devi Nagar,42,2009-04-01,2.06E-05
Laggere,69,2009-04-01,2.06E-05
Kottegepalya,73,2009-04-01,2.21E-05
Shettihalli,12,2009-04-01,2.06E-05
Mallasandra,13,2009-04-01,2.06E-05
Bagalakunte,14,2009-04-01,2.11E-05
T Dasarahalli,15,2009-04-01,2.06E-05
Chokkasandra,39,2009-04-01,2.09E-05
Peenya Industrial Area,41,2009-04-01,2.08E-05
Rajagopal Nagar,70,2009-04-01,2.08E-05
Hegganahalli,71,2009-04-01,2.15E-05
Vrisabhavathi Nagar,102,2009-04-01,2.22E-05
Nandini Layout,43,2009-04-01,2.06E-05
Marappana Palya,44,2009-04-01,2.06E-05
Nagapura,67,2009-04-01,2.09E-05
Mahalakshimpuram,68,2009-04-01,2.06E-05
Shakthi Ganapathi Nagar,74,2009-04-01,2.22E-05
Shankar Matt,75,2009-04-01,2.14E-05
Aramane Nagara,35,2009-04-01,2.07E-05
Mattikere,36,2009-04-01,2.06E-05
Malleswaram,45,2009-04-01,2.06E-05
Rajamahal Guttahalli,64,2009-04-01,2.10E-05
Kadu Malleshwar Ward,65,2009-04-01,2.10E-05
Subramanya Nagar,66,2009-04-01,2.06E-05
Gayithri Nagar,76,2009-04-01,2.19E-05
Radhakrishna Temple Ward,18,2009-04-01,2.06E-05
Sanjaya Nagar,19,2009-04-01,2.06E-05
Ganga Nagar,20,2009-04-01,2.06E-05
Hebbala,21,2009-04-01,2.06E-05
Vishwanath Nagenahalli,22,2009-04-01,2.06E-05
Manorayanapalya,33,2009-04-01,2.06E-05
Gangenahalli,34,2009-04-01,2.06E-05
Jayachamarajendra Nagar,46,2009-04-01,2.06E-05
Kushal Nagar,31,2009-04-01,2.06E-05
Kaval Bairasandra,32,2009-04-01,2.06E-05
Devara Jeevanahalli,47,2009-04-01,2.06E-05
Muneshwara Nagar,48,2009-04-01,2.06E-05
Sagayarapuram,60,2009-04-01,2.06E-05
S K Garden,61,2009-04-01,2.07E-05
Pulikeshinagar,78,2009-04-01,2.20E-05
Nagavara,23,2009-04-01,2.06E-05
Pattabhiram Nagar,168,2009-04-01,2.22E-05
Byrasandra,169,2009-04-01,2.22E-05
Shakambari Nagar,179,2009-04-01,2.22E-05
Varthuru,149,2009-04-01,2.20E-05
Bellanduru,150,2009-04-01,2.22E-05
Garudachar Playa,82,2009-04-01,2.22E-05
Kadugodi,83,2009-04-01,2.15E-05
Hagadur,84,2009-04-01,2.19E-05
Dodda Nekkundi,85,2009-04-01,2.22E-05
HSR Layout,174,2009-04-01,2.22E-05
Bommanahalli,175,2009-04-01,2.22E-05
Jaraganahalli,186,2009-04-01,2.22E-05
Puttenahalli,187,2009-04-01,2.22E-05
Bilekhalli,188,2009-04-01,2.22E-05
Hongasandra,189,2009-04-01,2.22E-05
Mangammanapalya,190,2009-04-01,2.22E-05
Singasandra,191,2009-04-01,2.22E-05
Arakere,193,2009-04-01,2.22E-05
Uttarahalli,184,2009-04-01,2.22E-05
Yelchenahalli,185,2009-04-01,2.22E-05
Begur,192,2009-04-01,2.22E-05
Gottigere,194,2009-04-01,2.22E-05
Konankunte,195,2009-04-01,2.22E-05
Anjanapura,196,2009-04-01,2.22E-05
Kempegowda Ward,1,2009-04-01,2.06E-05
K R Puram,52,2009-04-01,2.06E-05
Jnana Bharathi ward,129,2009-04-01,2.23E-05
Jayanagar East,170,2009-04-01,2.22E-05
Gurappanapalya,171,2009-04-01,2.22E-05
Chikkalsandra,183,2009-04-01,2.22E-05
Vasanthpura,197,2009-04-01,2.22E-05
J P Nagar,177,2009-04-01,2.22E-05
Madivala,172,2009-04-01,2.22E-05
Ramamurthy Nagar,26,2009-04-01,2.06E-05
Horamavu,25,2009-04-01,2.06E-05
Marathahalli,86,2009-04-01,2.22E-05
Hemmigepura,198,2009-04-01,2.24E-05
HBR Layout,24,2009-07-01,4.86E-05
Banasavadi,27,2009-07-01,4.86E-05
Kammanahalli,28,2009-07-01,4.86E-05
Kacharkanahalli,29,2009-07-01,4.86E-05
Kadugondanahalli,30,2009-07-01,4.86E-05
Lingarajapura,49,2009-07-01,4.86E-05
Maruthi Seva Nagar,59,2009-07-01,4.81E-05
Konena Agrahara,113,2009-07-01,4.76E-05
Benniganahalli,50,2009-07-01,4.81E-05
C V Raman Nagar,57,2009-07-01,4.76E-05
New Tippasandara,58,2009-07-01,4.76E-05
Sarvagna Nagar,79,2009-07-01,4.76E-05
Hoysala Nagar,80,2009-07-01,4.76E-05
Jeevanbhima Nagar,88,2009-07-01,4.76E-05
Sampangiram Nagar,110,2009-07-01,4.76E-05
Ramaswamy Palya,62,2009-07-01,4.86E-05
Jayamahal,63,2009-07-01,4.77E-05
Halsoor,90,2009-07-01,4.76E-05
Bharathi Nagar,91,2009-07-01,4.76E-05
Shivaji Nagar,92,2009-07-01,4.76E-05
Vasanth Nagar,93,2009-07-01,4.76E-05
Shantala Nagar,111,2009-07-01,4.76E-05
Domlur,112,2009-07-01,4.76E-05
Agaram,114,2009-07-01,4.76E-05
Vannarpet,115,2009-07-01,4.76E-05
Nilasandra,116,2009-07-01,4.76E-05
Shanthi Nagar,117,2009-07-01,4.76E-05
Jogupalya,89,2009-07-01,4.76E-05
Chickpete,109,2009-07-01,4.76E-05
Cottonpete,120,2009-07-01,4.76E-05
Binnipete,121,2009-07-01,4.76E-05
Dattatreya Temple,77,2009-07-01,4.77E-05
Gandhinagar,94,2009-07-01,4.76E-05
Subhash Nagar,95,2009-07-01,4.76E-05
Okalipuram,96,2009-07-01,4.76E-05
Basaveshwara Nagar,100,2009-07-01,4.76E-05
Kamakshipalya,101,2009-07-01,4.76E-05
Shivanagara,107,2009-07-01,4.76E-05
Sriramamandir,108,2009-07-01,4.76E-05
Dayananda Nagar,97,2009-07-01,4.76E-05
Prakash Nagar,98,2009-07-01,4.76E-05
Rajaji Nagar,99,2009-07-01,4.76E-05
Kaveripura,103,2009-07-01,4.76E-05
Govindaraja Nagar,104,2009-07-01,4.76E-05
Agrahara Dasarahalli,105,2009-07-01,4.76E-05
Dr. Raj Kumar Ward,106,2009-07-01,4.76E-05
Marenahalli,125,2009-07-01,4.76E-05
Maruthi Mandir ward,126,2009-07-01,4.76E-05
Mudalapalya,127,2009-07-01,4.76E-05
Nagarabhavi,128,2009-07-01,4.76E-05
Nayandahalli,131,2009-07-01,4.76E-05
Kempapura Agrahara,122,2009-07-01,4.76E-05
Vijayanagar,123,2009-07-01,4.76E-05
Hosahalli,124,2009-07-01,4.76E-05
Attiguppe,132,2009-07-01,4.76E-05
Hampi Nagar,133,2009-07-01,4.76E-05
Bapuji Nagar,134,2009-07-01,4.76E-05
Gali Anjenaya Temple ward,157,2009-07-01,4.76E-05
Deepanjali Nagar,158,2009-07-01,4.76E-05
Padarayanapura,135,2009-07-01,4.76E-05
Jagajivanaramnagar,136,2009-07-01,4.76E-05
Rayapuram,137,2009-07-01,4.76E-05
Chalavadipalya,138,2009-07-01,4.76E-05
K R Market,139,2009-07-01,4.76E-05
Chamrajapet,140,2009-07-01,4.76E-05
Azad Nagar,141,2009-07-01,4.76E-05
Sudham Nagara,118,2009-07-01,4.76E-05
Dharmaraya Swamy Temple,119,2009-07-01,4.76E-05
Sunkenahalli,142,2009-07-01,4.76E-05
Vishveshwara Puram,143,2009-07-01,4.76E-05
Siddapura,144,2009-07-01,4.76E-05
Hombegowda Nagara,145,2009-07-01,4.76E-05
Jayanagar,153,2009-07-01,4.76E-05
Hanumanth Nagar,155,2009-07-01,4.76E-05
Srinagar,156,2009-07-01,4.76E-05
Basavanagudi,154,2009-07-01,4.76E-05
Girinagar,162,2009-07-01,4.76E-05
Katriguppe,163,2009-07-01,4.76E-05
Vidyapeeta ward,164,2009-07-01,4.76E-05
Hosakerehalli,161,2009-07-01,4.76E-05
Ganesh Mandir ward,165,2009-07-01,4.76E-05
Karisandra,166,2009-07-01,4.76E-05
Yediyur,167,2009-07-01,4.76E-05
Banashankari Temple ward,180,2009-07-01,4.76E-05
Kumaraswamy Layout,181,2009-07-01,4.76E-05
Padmanabha Nagar,182,2009-07-01,4.76E-05
Lakkasandra,146,2009-07-01,4.76E-05
Adugodi,147,2009-07-01,4.76E-05
Ejipura,148,2009-07-01,4.76E-05
Koramangala,151,2009-07-01,4.76E-05
Suddagunte Palya,152,2009-07-01,4.76E-05
Sarakki,178,2009-07-01,4.76E-05
Jakkasandra,173,2009-07-01,4.76E-05
BTM Layout,176,2009-07-01,4.76E-05
Chowdeswari Ward,2,2009-07-01,4.86E-05
Atturu,3,2009-07-01,4.86E-05
Yelahanka Satellite Town,4,2009-07-01,4.86E-05
Vijnanapura,51,2009-07-01,4.85E-05
Basavanapura,53,2009-07-01,4.86E-05
Hudi,54,2009-07-01,4.83E-05
Devasandra,55,2009-07-01,4.82E-05
A Narayanapura,56,2009-07-01,4.76E-05
Vijnana Nagar,81,2009-07-01,4.76E-05
HAL Airport,87,2009-07-01,4.76E-05
Dodda Bommasandra,10,2009-07-01,4.86E-05
Kuvempu Nagar,11,2009-07-01,4.86E-05
Jakkuru,5,2009-07-01,4.86E-05
Thanisandra,6,2009-07-01,4.86E-05
Byatarayanapura,7,2009-07-01,4.86E-05
Kodigehalli,8,2009-07-01,4.86E-05
Vidyaranyapura,9,2009-07-01,4.86E-05
Ullalu,130,2009-07-01,4.67E-05
Kengeri,159,2009-07-01,4.67E-05
Dodda Bidarakallu,40,2009-07-01,4.83E-05
Herohalli,72,2009-07-01,4.67E-05
Jalahalli,16,2009-07-01,4.86E-05
Rajarajeshwari Nagar,160,2009-07-01,4.76E-05
J P Park,17,2009-07-01,4.86E-05
Yeshwanthpura,37,2009-07-01,4.86E-05
HMT Ward,38,2009-07-01,4.86E-05
Lakshmi Devi Nagar,42,2009-07-01,4.86E-05
Laggere,69,2009-07-01,4.86E-05
Kottegepalya,73,2009-07-01,4.76E-05
Shettihalli,12,2009-07-01,4.86E-05
Mallasandra,13,2009-07-01,4.86E-05
Bagalakunte,14,2009-07-01,4.86E-05
T Dasarahalli,15,2009-07-01,4.86E-05
Chokkasandra,39,2009-07-01,4.86E-05
Peenya Industrial Area,41,2009-07-01,4.86E-05
Rajagopal Nagar,70,2009-07-01,4.85E-05
Hegganahalli,71,2009-07-01,4.82E-05
Vrisabhavathi Nagar,102,2009-07-01,4.76E-05
Nandini Layout,43,2009-07-01,4.86E-05
Marappana Palya,44,2009-07-01,4.86E-05
Nagapura,67,2009-07-01,4.84E-05
Mahalakshimpuram,68,2009-07-01,4.86E-05
Shakthi Ganapathi Nagar,74,2009-07-01,4.76E-05
Shankar Matt,75,2009-07-01,4.81E-05
Aramane Nagara,35,2009-07-01,4.85E-05
Mattikere,36,2009-07-01,4.86E-05
Malleswaram,45,2009-07-01,4.86E-05
Rajamahal Guttahalli,64,2009-07-01,4.83E-05
Kadu Malleshwar Ward,65,2009-07-01,4.83E-05
Subramanya Nagar,66,2009-07-01,4.86E-05
Gayithri Nagar,76,2009-07-01,4.77E-05
Radhakrishna Temple Ward,18,2009-07-01,4.86E-05
Sanjaya Nagar,19,2009-07-01,4.86E-05
Ganga Nagar,20,2009-07-01,4.86E-05
Hebbala,21,2009-07-01,4.86E-05
Vishwanath Nagenahalli,22,2009-07-01,4.86E-05
Manorayanapalya,33,2009-07-01,4.86E-05
Gangenahalli,34,2009-07-01,4.86E-05
Jayachamarajendra Nagar,46,2009-07-01,4.86E-05
Kushal Nagar,31,2009-07-01,4.86E-05
Kaval Bairasandra,32,2009-07-01,4.86E-05
Devara Jeevanahalli,47,2009-07-01,4.86E-05
Muneshwara Nagar,48,2009-07-01,4.86E-05
Sagayarapuram,60,2009-07-01,4.86E-05
S K Garden,61,2009-07-01,4.85E-05
Pulikeshinagar,78,2009-07-01,4.77E-05
Nagavara,23,2009-07-01,4.86E-05
Pattabhiram Nagar,168,2009-07-01,4.76E-05
Byrasandra,169,2009-07-01,4.76E-05
Shakambari Nagar,179,2009-07-01,4.76E-05
Varthuru,149,2009-07-01,4.76E-05
Bellanduru,150,2009-07-01,4.76E-05
Garudachar Playa,82,2009-07-01,4.76E-05
Kadugodi,83,2009-07-01,4.76E-05
Hagadur,84,2009-07-01,4.76E-05
Dodda Nekkundi,85,2009-07-01,4.76E-05
HSR Layout,174,2009-07-01,4.76E-05
Bommanahalli,175,2009-07-01,4.76E-05
Jaraganahalli,186,2009-07-01,4.76E-05
Puttenahalli,187,2009-07-01,4.76E-05
Bilekhalli,188,2009-07-01,4.76E-05
Hongasandra,189,2009-07-01,4.76E-05
Mangammanapalya,190,2009-07-01,4.76E-05
Singasandra,191,2009-07-01,4.76E-05
Arakere,193,2009-07-01,4.76E-05
Uttarahalli,184,2009-07-01,4.76E-05
Yelchenahalli,185,2009-07-01,4.76E-05
Begur,192,2009-07-01,4.76E-05
Gottigere,194,2009-07-01,4.76E-05
Konankunte,195,2009-07-01,4.76E-05
Anjanapura,196,2009-07-01,4.76E-05
Kempegowda Ward,1,2009-07-01,4.86E-05
K R Puram,52,2009-07-01,4.86E-05
Jnana Bharathi ward,129,2009-07-01,4.72E-05
Jayanagar East,170,2009-07-01,4.76E-05
Gurappanapalya,171,2009-07-01,4.76E-05
Chikkalsandra,183,2009-07-01,4.76E-05
Vasanthpura,197,2009-07-01,4.76E-05
J P Nagar,177,2009-07-01,4.76E-05
Madivala,172,2009-07-01,4.76E-05
Ramamurthy Nagar,26,2009-07-01,4.86E-05
Horamavu,25,2009-07-01,4.86E-05
Marathahalli,86,2009-07-01,4.76E-05
Hemmigepura,198,2009-07-01,4.72E-05
HBR Layout,24,2009-10-01,2.12E-05
Banasavadi,27,2009-10-01,2.12E-05
Kammanahalli,28,2009-10-01,2.12E-05
Kacharkanahalli,29,2009-10-01,2.12E-05
Kadugondanahalli,30,2009-10-01,2.12E-05
Lingarajapura,49,2009-10-01,2.12E-05
Maruthi Seva Nagar,59,2009-10-01,2.30E-05
Konena Agrahara,113,2009-10-01,2.47E-05
Benniganahalli,50,2009-10-01,2.30E-05
C V Raman Nagar,57,2009-10-01,2.47E-05
New Tippasandara,58,2009-10-01,2.47E-05
Sarvagna Nagar,79,2009-10-01,2.47E-05
Hoysala Nagar,80,2009-10-01,2.47E-05
Jeevanbhima Nagar,88,2009-10-01,2.47E-05
Sampangiram Nagar,110,2009-10-01,2.47E-05
Ramaswamy Palya,62,2009-10-01,2.12E-05
Jayamahal,63,2009-10-01,2.41E-05
Halsoor,90,2009-10-01,2.47E-05
Bharathi Nagar,91,2009-10-01,2.47E-05
Shivaji Nagar,92,2009-10-01,2.47E-05
Vasanth Nagar,93,2009-10-01,2.47E-05
Shantala Nagar,111,2009-10-01,2.47E-05
Domlur,112,2009-10-01,2.47E-05
Agaram,114,2009-10-01,2.47E-05
Vannarpet,115,2009-10-01,2.47E-05
Nilasandra,116,2009-10-01,2.47E-05
Shanthi Nagar,117,2009-10-01,2.47E-05
Jogupalya,89,2009-10-01,2.47E-05
Chickpete,109,2009-10-01,2.47E-05
Cottonpete,120,2009-10-01,2.47E-05
Binnipete,121,2009-10-01,2.47E-05
Dattatreya Temple,77,2009-10-01,2.44E-05
Gandhinagar,94,2009-10-01,2.47E-05
Subhash Nagar,95,2009-10-01,2.47E-05
Okalipuram,96,2009-10-01,2.47E-05
Basaveshwara Nagar,100,2009-10-01,2.47E-05
Kamakshipalya,101,2009-10-01,2.47E-05
Shivanagara,107,2009-10-01,2.47E-05
Sriramamandir,108,2009-10-01,2.47E-05
Dayananda Nagar,97,2009-10-01,2.47E-05
Prakash Nagar,98,2009-10-01,2.47E-05
Rajaji Nagar,99,2009-10-01,2.47E-05
Kaveripura,103,2009-10-01,2.47E-05
Govindaraja Nagar,104,2009-10-01,2.47E-05
Agrahara Dasarahalli,105,2009-10-01,2.47E-05
Dr. Raj Kumar Ward,106,2009-10-01,2.47E-05
Marenahalli,125,2009-10-01,2.47E-05
Maruthi Mandir ward,126,2009-10-01,2.47E-05
Mudalapalya,127,2009-10-01,2.47E-05
Nagarabhavi,128,2009-10-01,2.47E-05
Nayandahalli,131,2009-10-01,2.47E-05
Kempapura Agrahara,122,2009-10-01,2.47E-05
Vijayanagar,123,2009-10-01,2.47E-05
Hosahalli,124,2009-10-01,2.47E-05
Attiguppe,132,2009-10-01,2.47E-05
Hampi Nagar,133,2009-10-01,2.47E-05
Bapuji Nagar,134,2009-10-01,2.47E-05
Gali Anjenaya Temple ward,157,2009-10-01,2.47E-05
Deepanjali Nagar,158,2009-10-01,2.47E-05
Padarayanapura,135,2009-10-01,2.47E-05
Jagajivanaramnagar,136,2009-10-01,2.47E-05
Rayapuram,137,2009-10-01,2.47E-05
Chalavadipalya,138,2009-10-01,2.47E-05
K R Market,139,2009-10-01,2.47E-05
Chamrajapet,140,2009-10-01,2.47E-05
Azad Nagar,141,2009-10-01,2.47E-05
Sudham Nagara,118,2009-10-01,2.47E-05
Dharmaraya Swamy Temple,119,2009-10-01,2.47E-05
Sunkenahalli,142,2009-10-01,2.47E-05
Vishveshwara Puram,143,2009-10-01,2.47E-05
Siddapura,144,2009-10-01,2.47E-05
Hombegowda Nagara,145,2009-10-01,2.47E-05
Jayanagar,153,2009-10-01,2.47E-05
Hanumanth Nagar,155,2009-10-01,2.47E-05
Srinagar,156,2009-10-01,2.47E-05
Basavanagudi,154,2009-10-01,2.47E-05
Girinagar,162,2009-10-01,2.47E-05
Katriguppe,163,2009-10-01,2.47E-05
Vidyapeeta ward,164,2009-10-01,2.47E-05
Hosakerehalli,161,2009-10-01,2.47E-05
Ganesh Mandir ward,165,2009-10-01,2.47E-05
Karisandra,166,2009-10-01,2.47E-05
Yediyur,167,2009-10-01,2.47E-05
Banashankari Temple ward,180,2009-10-01,2.47E-05
Kumaraswamy Layout,181,2009-10-01,2.47E-05
Padmanabha Nagar,182,2009-10-01,2.47E-05
Lakkasandra,146,2009-10-01,2.47E-05
Adugodi,147,2009-10-01,2.47E-05
Ejipura,148,2009-10-01,2.47E-05
Koramangala,151,2009-10-01,2.47E-05
Suddagunte Palya,152,2009-10-01,2.47E-05
Sarakki,178,2009-10-01,2.47E-05
Jakkasandra,173,2009-10-01,2.47E-05
BTM Layout,176,2009-10-01,2.47E-05
Chowdeswari Ward,2,2009-10-01,2.12E-05
Atturu,3,2009-10-01,2.12E-05
Yelahanka Satellite Town,4,2009-10-01,2.12E-05
Vijnanapura,51,2009-10-01,2.14E-05
Basavanapura,53,2009-10-01,2.13E-05
Hudi,54,2009-10-01,2.21E-05
Devasandra,55,2009-10-01,2.24E-05
A Narayanapura,56,2009-10-01,2.45E-05
Vijnana Nagar,81,2009-10-01,2.47E-05
HAL Airport,87,2009-10-01,2.47E-05
Dodda Bommasandra,10,2009-10-01,2.12E-05
Kuvempu Nagar,11,2009-10-01,2.12E-05
Jakkuru,5,2009-10-01,2.12E-05
Thanisandra,6,2009-10-01,2.12E-05
Byatarayanapura,7,2009-10-01,2.12E-05
Kodigehalli,8,2009-10-01,2.12E-05
