DISPLAY_NA,WARD_NAME,WARD_NO,date,EVI_mean,NDVI_mean
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,7/1/2014,2664.379399,3798.705648
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,7/1/2014,2446.366671,3573.411048
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,7/1/2014,2543.819005,4046.551682
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,7/1/2014,2298.633354,3182.762585
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,7/1/2014,2146.909132,3423.384781
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,7/1/2014,1596.608775,2475.92966
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,7/1/2014,2007.854824,3075.217091
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,7/1/2014,1770.639232,2669.152689
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,7/1/2014,1631.578036,2421.731945
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,7/1/2014,1861.942666,2664.294309
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,7/1/2014,2442.497387,3629.18594
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,7/1/2014,2010.384008,3126.651115
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,7/1/2014,2200.917732,3363.34104
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,7/1/2014,1561.114418,2541.583778
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,7/1/2014,2089.575027,3144.232586
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,7/1/2014,1975.692929,2866.908065
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,7/1/2014,1815.477406,2693.262342
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,7/1/2014,1699.117738,2451.265474
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,7/1/2014,1581.841074,2410.477561
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,7/1/2014,1732.831933,2554.153425
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,7/1/2014,1621.695398,2482.563351
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,7/1/2014,1407.417204,2057.468581
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,7/1/2014,1399.914199,2126.659058
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,7/1/2014,1366.338642,2174.394447
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,7/1/2014,1262.139178,1947.573609
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,7/1/2014,2494.202807,3853.717585
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,7/1/2014,1802.996901,2819.528732
"18, Malleshwaram West, Bengaluru",Malleswaram,45,7/1/2014,2073.235135,3314.609295
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,7/1/2014,1954.28232,3052.78585
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,7/1/2014,1746.880819,2766.325991
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,7/1/2014,1815.424869,2835.563344
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,7/1/2014,1377.525117,2163.832124
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,7/1/2014,2020.999763,3040.074097
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,7/1/2014,2061.014156,3150.899056
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,7/1/2014,2227.012636,3414.022084
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,7/1/2014,1930.989287,2982.710944
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,7/1/2014,1565.814264,2488.569465
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,7/1/2014,1631.463937,2585.839583
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,7/1/2014,2087.728436,3173.045961
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,7/1/2014,2231.272633,3349.765195
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,7/1/2014,1468.756661,2251.060958
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,7/1/2014,1544.593898,2445.003273
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,7/1/2014,1985.569629,2960.585691
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,7/1/2014,1521.752526,2306.101483
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,7/1/2014,2048.660896,3004.632619
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,7/1/2014,2193.357252,3216.024258
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,7/1/2014,2106.150737,3213.310208
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,7/1/2014,1615.626118,2442.435925
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,7/1/2014,1832.787048,2704.7575
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,7/1/2014,1933.100875,2975.602546
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,7/1/2014,1869.994307,2807.199039
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,7/1/2014,2023.886466,2953.578394
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,7/1/2014,1633.40945,2636.213214
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,7/1/2014,1750.482493,2691.193978
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,7/1/2014,2161.959714,3135.381236
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,7/1/2014,2110.319335,2946.711069
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,7/1/2014,2403.121602,3402.383117
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,7/1/2014,2315.278491,3380.320038
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,7/1/2014,2262.937421,3308.194357
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,7/1/2014,2624.159873,3703.039895
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,7/1/2014,2143.952921,3139.856908
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,7/1/2014,1884.600727,2818.788699
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,7/1/2014,2101.479249,3056.075114
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,7/1/2014,2550.076775,3718.240395
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,7/1/2014,2316.484749,3390.161596
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,7/1/2014,2104.718078,3057.873268
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,7/1/2014,1879.175293,2719.415059
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,7/1/2014,1547.562164,2259.760602
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,7/1/2014,2303.754639,3476.516533
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,7/1/2014,2009.867005,2984.214949
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,7/1/2014,1919.299442,2882.999935
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,7/1/2014,2630.923424,3835.708513
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,7/1/2014,2101.280603,3117.709295
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,7/1/2014,2006.531533,2943.931729
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,7/1/2014,2004.213043,2963.041195
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,7/1/2014,2049.107581,2981.196224
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,7/1/2014,1343.452795,2030.845942
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,7/1/2014,1294.687371,2090.25765
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,7/1/2014,1383.111253,2255.084094
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,7/1/2014,1486.842912,2535.951601
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,7/1/2014,1669.863191,2626.652901
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,7/1/2014,1446.312505,2399.081117
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,7/1/2014,1372.526227,2217.673465
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,7/1/2014,1218.408116,1869.580486
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,7/1/2014,1289.247296,2070.69929
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,7/1/2014,1256.566707,1817.272796
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,7/1/2014,1393.364766,2113.472944
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,7/1/2014,1283.586806,1984.132687
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,7/1/2014,1278.483298,2067.310846
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,7/1/2014,1331.948086,1984.465277
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,7/1/2014,1760.82609,2483.933432
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,7/1/2014,1420.032459,2031.243867
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,7/1/2014,1275.2584,1962.444128
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,7/1/2014,1253.042147,1875.704416
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,7/1/2014,1301.297489,1812.672195
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,7/1/2014,1364.441215,1932.64979
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,7/1/2014,1421.730492,2034.598038
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,7/1/2014,1979.61352,2799.093973
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,7/1/2014,2516.405668,3526.621651
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,7/1/2014,1305.785014,2078.867904
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,7/1/2014,1343.728273,1930.511595
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,7/1/2014,1427.198608,2021.519337
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,7/1/2014,1378.324997,1978.673422
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,7/1/2014,1397.765739,1990.53342
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,7/1/2014,1239.687478,1863.442428
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,7/1/2014,1302.027165,1934.684935
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,7/1/2014,1694.696699,2409.203209
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,7/1/2014,1352.834151,1942.529086
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,7/1/2014,1497.266137,2284.259338
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,7/1/2014,1508.314164,2366.66527
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,7/1/2014,1421.445004,2401.306185
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,7/1/2014,1174.089061,1892.104234
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,7/1/2014,1414.161921,2358.160282
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,7/1/2014,1518.726602,2282.26425
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,7/1/2014,1282.021171,2106.633707
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,7/1/2014,1338.657353,2159.81462
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,7/1/2014,1505.271696,2401.638909
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,7/1/2014,1517.716352,2477.187565
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,7/1/2014,1767.65589,2848.466163
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,7/1/2014,1529.235797,2458.286834
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,7/1/2014,1949.739171,3025.578038
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,7/1/2014,1451.685509,2414.739158
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,7/1/2014,1348.879423,2025.140217
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,7/1/2014,1469.068117,2362.17476
"Mandhara Niwas, 1st phase Girinagar, Banashankari Stage I, Banashankari, Bengaluru",Girinagar,162,7/1/2014,1515.19752,2167.434363
"0 1st Cross Road, 4th Block, Banashankari 3rd Stage, Banashankari, Bengaluru",Katriguppe,163,7/1/2014,1460.677824,2220.655927
"6th Cross Road, Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Vidyapeeta ward,164,7/1/2014,1432.592112,2251.067597
"Sushma Nilayam, 6th Main Road, Hrushikesh Nagar, Dattatreya Nagar, Hosakerehalli, Bengaluru",Hosakerehalli,161,7/1/2014,1745.506078,2449.908853
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru",Ganesh Mandir ward,165,7/1/2014,1636.81915,2617.942283
"300 6th Cross Road, 1st Block, 7th Block, Jayanagar, Bengaluru",Karisandra,166,7/1/2014,1765.797094,2980.565353
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,7/1/2014,1700.021967,2795.003443
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,7/1/2014,1626.007373,2425.41867
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,7/1/2014,1731.13235,2526.651316
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,7/1/2014,1666.818069,2493.119455
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,7/1/2014,1756.9346,2835.445821
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,7/1/2014,1879.535313,2774.374791
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,7/1/2014,1855.697694,2894.542758
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,7/1/2014,2110.733409,3251.085851
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,7/1/2014,1700.298283,2577.284321
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,7/1/2014,1636.861308,2458.209605
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,7/1/2014,2050.587359,2999.460156
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,7/1/2014,1588.12169,2379.759096
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,7/1/2014,1733.397232,2813.534965
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,7/1/2014,1939.377233,2914.000095
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,7/1/2014,1716.045879,2735.440065
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,7/1/2014,2702.588942,3874.284955
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,7/1/2014,2217.753442,3267.378715
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,7/1/2014,2109.691554,3052.136267
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,7/1/2014,2366.333708,3628.771346
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,7/1/2014,2514.827615,3637.921941
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,7/1/2014,2020.684269,2853.329355
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,7/1/2014,2033.660596,3068.896004
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,7/1/2014,1518.26758,2190.366681
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,7/1/2014,1784.61966,2615.96564
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,7/1/2014,1870.244772,2775.774763
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,7/1/2014,1824.121142,2576.365495
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,7/1/2014,1456.549008,2007.598758
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,7/1/2014,1738.840778,2439.656733
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,7/1/2014,2331.627758,3274.313223
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,7/1/2014,2424.266085,3166.074713
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,7/1/2014,2340.540337,3302.598213
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,7/1/2014,1719.08954,2504.494708
"469/2, Begur, Bengaluru",Begur,192,7/1/2014,2746.047919,3662.049015
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,7/1/2014,2708.267456,3827.284236
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,7/1/2014,2194.449305,3192.41707
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,7/1/2014,3103.010013,4407.905782
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,7/1/2014,2663.854508,3767.026755
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,7/1/2014,2053.499861,3012.409425
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,7/1/2014,2494.218639,3569.544013
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,7/1/2014,1478.523126,2281.315895
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,7/1/2014,1366.516162,2019.439033
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,7/1/2014,1637.580369,2375.29604
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,7/1/2014,2189.385048,3186.678113
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,7/1/2014,1542.863083,2420.700108
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,7/1/2014,1559.646434,2225.633754
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,7/1/2014,2225.402421,3198.78324
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,7/1/2014,2326.184282,3282.650668
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,7/1/2014,1973.139646,2769.501299
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,7/1/2014,2998.288243,4352.040387
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,10/1/2014,3019.927391,4949.245306
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,10/1/2014,2895.766726,4584.13403
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,10/1/2014,2637.955553,4314.730688
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,10/1/2014,2053.282078,3233.199949
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,10/1/2014,2264.714036,3476.406744
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,10/1/2014,2790.0885,4205.844622
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,10/1/2014,2268.010344,3632.397507
"100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru",A Narayanapura,56,10/1/2014,2074.014337,3479.266966
"Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru",Vijnana Nagar,81,10/1/2014,2208.739443,3372.598831
"HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru",HAL Airport,87,10/1/2014,2532.488825,3886.852595
"Vidyaranyapura Road, Bengaluru",Dodda Bommasandra,10,10/1/2014,2741.845415,4580.061068
"5th Main Singapura Layout, Bengaluru",Kuvempu Nagar,11,10/1/2014,3035.982032,5094.648674
"0 8th Cross Road, Yelahanka, Bengaluru",Jakkuru,5,10/1/2014,2737.363579,4130.647517
"Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru",Thanisandra,6,10/1/2014,2229.744505,3405.18498
"0 Amruthahalli Main Road, Talacauvery Layout, Sharada Nagar, Sneha Nagar, Byatarayanapura, Bengaluru",Byatarayanapura,7,10/1/2014,2434.312037,3861.350481
"Gulmohar Residency, 6th A Cross Road, Bhadrappa Layout, Koti Hosahalli, Bengaluru",Kodigehalli,8,10/1/2014,2401.675525,3885.74976
"GKVK Road, Vignana Kendra, Bengaluru",Vidyaranyapura,9,10/1/2014,2779.205594,4494.265513
"1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru",Ullalu,130,10/1/2014,2929.627714,4722.961817
"3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",Kengeri,159,10/1/2014,2788.313366,4449.933299
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,10/1/2014,2937.894905,4714.545106
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,10/1/2014,2625.511638,4299.667364
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,10/1/2014,2826.924252,4965.6171
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,10/1/2014,2775.493761,4242.144481
