DISPLAY_NA,WARD_NAME,WARD_NO,date,mean
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,01/01/04,119.2702312
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,01/01/04,237.1817801
"18, Malleshwaram West, Bengaluru",Malleswaram,45,01/01/04,222.5740701
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,01/01/04,254.2484235
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,01/01/04,289.1398763
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,01/01/04,265.4191404
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,01/01/04,327.0144888
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,01/01/04,236.6089136
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,01/01/04,212.6428745
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,01/01/04,158.3434357
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,01/01/04,242.9574245
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,01/01/04,196.8390267
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,01/01/04,271.5257003
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,01/01/04,174.7640773
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,01/01/04,202.591513
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,01/01/04,269.1483799
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,01/01/04,195.2988075
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,01/01/04,143.1966876
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,01/01/04,262.6824944
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,01/01/04,248.6847253
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,01/01/04,142.3636207
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,01/01/04,254.8594922
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,01/01/04,191.928369
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,01/01/05,175.3762877
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,01/01/05,8.681117954
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,01/01/05,193.0835101
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,01/01/05,233.7299917
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,01/01/05,263.0274352
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,01/01/05,288.0212167
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,01/01/05,167.1317582
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,01/01/05,5.411292795
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,01/01/05,4.045535868
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,01/01/05,4.343646367
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,01/01/05,5.555527595
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,01/01/05,96.9001618
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,01/01/05,117.8953612
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,01/01/05,6.578819547
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,01/01/05,197.6521487
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,01/01/05,196.308761
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,01/01/05,228.4792603
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,01/01/05,228.9874945
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,01/01/05,245.5836591
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,01/01/05,279.4718049
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,01/01/05,206.2270738
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,01/01/05,236.3852381
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,01/01/05,164.3350542
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,01/01/05,80.97598811
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,01/01/05,216.0001499
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,01/01/05,92.82039424
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,01/01/05,177.0494002
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,01/01/05,192.7393912
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,01/01/05,283.4862344
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,01/01/05,246.3690847
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,01/01/05,241.1092722
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,01/01/05,295.2041933
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,01/01/05,253.2628865
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,01/01/05,254.8278866
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,01/01/05,227.4910059
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,01/01/05,271.9780479
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,01/01/05,288.083863
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,01/01/05,290.3970555
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,01/01/05,274.6445163
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,01/01/05,292.4539094
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,01/01/05,295.4933202
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,01/01/05,281.3067444
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,01/01/05,211.6669998
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,01/01/05,288.5175814
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,01/01/05,279.3948588
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,01/01/05,284.3023098
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,01/01/05,296.2130224
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,01/01/05,281.8217806
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,01/01/05,256.6895332
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,01/01/05,182.7323272
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,01/01/05,31.78162991
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,01/01/05,278.3437245
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,01/01/05,278.2262471
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,01/01/05,261.4670893
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,01/01/05,241.5369993
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,01/01/05,273.0518438
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,01/01/05,278.2996937
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,01/01/05,258.3545029
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,01/01/05,84.0061352
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,01/01/05,280.0238568
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,01/01/05,265.1425191
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,01/01/05,247.5347756
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,01/01/05,300.9608572
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,01/01/05,308.0488013
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,01/01/05,269.2123374
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,01/01/05,277.7744656
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,01/01/05,277.6702475
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,01/01/05,289.630233
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,01/01/05,266.0409405
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,01/01/05,206.3195819
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,01/01/05,137.2836419
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,01/01/05,97.00943732
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,01/01/05,101.6746129
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,01/01/05,235.5383929
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,01/01/05,290.353126
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,01/01/05,228.3313345
"Mandhara Niwas, 1st phase Girinagar, Banashankari Stage I, Banashankari, Bengaluru",Girinagar,162,01/01/05,191.8627112
"0 1st Cross Road, 4th Block, Banashankari 3rd Stage, Banashankari, Bengaluru",Katriguppe,163,01/01/05,103.3484677
"6th Cross Road, Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Vidyapeeta ward,164,01/01/05,154.9537441
"Sushma Nilayam, 6th Main Road, Hrushikesh Nagar, Dattatreya Nagar, Hosakerehalli, Bengaluru",Hosakerehalli,161,01/01/05,8.830261221
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru",Ganesh Mandir ward,165,01/01/05,12.20130157
"300 6th Cross Road, 1st Block, 7th Block, Jayanagar, Bengaluru",Karisandra,166,01/01/05,12.29234606
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,01/01/05,75.60134541
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,01/01/05,12.53199237
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,01/01/05,10.63875982
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,01/01/05,10.38549108
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,01/01/05,11.22325738
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,01/01/05,6.137609922
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,01/01/05,90.41348546
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,01/01/05,9.032868695
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,01/01/05,9.385653217
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,01/01/05,11.42299636
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,01/01/05,6.792165741
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,01/01/05,10.88100822
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,01/01/05,10.97744401
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,01/01/05,10.62368136
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,01/01/05,9.273874522
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,01/01/05,1.208688224
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,01/01/05,2.73625963
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,01/01/05,3.93060587
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,01/01/05,5.114988954
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,01/01/05,2.100808457
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,01/01/05,4.000501844
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,01/01/05,8.475252767
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,01/01/05,8.985343646
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,01/01/05,8.390462449
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,01/01/05,6.953734092
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,01/01/05,6.313157099
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,01/01/05,9.535111986
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,01/01/05,13.67857377
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,01/01/05,15.48615549
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,01/01/05,5.781488629
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,01/01/05,3.477965572
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,01/01/05,9.879995298
"469/2, Begur, Bengaluru",Begur,192,01/01/05,3.394017114
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,01/01/05,3.440225004
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,01/01/05,5.981130085
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,01/01/05,2.387106121
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,01/01/05,76.53270846
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,01/01/05,3.142244595
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,01/01/05,79.61759016
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,01/01/05,11.99952172
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,01/01/05,11.88622288
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,01/01/05,12.79431505
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,01/01/05,5.721569297
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,01/01/05,11.86699987
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,01/01/05,11.19160696
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,01/01/05,2.266923364
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,01/01/05,3.600099203
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,01/01/05,3.247746194
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,01/01/05,2.014774424
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,01/01/05,71.92252813
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,01/01/05,94.27741664
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,01/01/05,114.8822436
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,01/01/05,6.443014
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,01/01/05,3.173776823
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,01/01/05,2.110135547
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,01/01/05,5.030006447
"100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru",A Narayanapura,56,01/01/05,5.754252865
"Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru",Vijnana Nagar,81,01/01/05,3.157946997
"HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru",HAL Airport,87,01/01/05,3.671300715
"Vidyaranyapura Road, Bengaluru",Dodda Bommasandra,10,01/01/05,128.5499592
"5th Main Singapura Layout, Bengaluru",Kuvempu Nagar,11,01/01/05,74.0654083
"0 8th Cross Road, Yelahanka, Bengaluru",Jakkuru,5,01/01/05,49.08322832
"Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru",Thanisandra,6,01/01/05,23.75067524
"0 Amruthahalli Main Road, Talacauvery Layout, Sharada Nagar, Sneha Nagar, Byatarayanapura, Bengaluru",Byatarayanapura,7,01/01/05,116.9720267
"Gulmohar Residency, 6th A Cross Road, Bhadrappa Layout, Koti Hosahalli, Bengaluru",Kodigehalli,8,01/01/05,136.0246684
"GKVK Road, Vignana Kendra, Bengaluru",Vidyaranyapura,9,01/01/05,85.08633104
"1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru",Ullalu,130,01/01/05,20.89691222
"3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",Kengeri,159,01/01/05,4.80254993
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,01/01/05,56.47671924
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,01/01/05,79.19971457
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,01/01/05,99.13666506
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,01/01/05,4.835368658
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,01/01/05,188.6219189
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,01/01/05,237.0602449
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,01/01/05,195.5495381
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,01/01/05,246.7722971
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,01/01/05,210.6972237
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,01/01/05,155.1729589
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,01/01/05,68.29378485
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,01/01/05,163.4467934
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,01/01/05,118.9210345
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,01/01/05,228.3388625
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,01/01/05,164.8220729
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,01/01/05,234.109537
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,01/01/05,167.4027006
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,01/01/05,199.444498
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,01/01/05,265.6087862
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,01/01/05,217.4211152
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,01/01/05,262.2315298
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,01/01/05,281.1023697
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,01/01/05,279.6332145
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,01/01/05,288.3239058
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,01/01/05,300.9402134
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,01/01/05,122.380002
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,01/01/05,238.2308802
"18, Malleshwaram West, Bengaluru",Malleswaram,45,01/01/05,220.4607256
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,01/01/05,259.2278073
