DISPLAY_NA,WARD_NAME,WARD_NO,date,mean
"Gulmohar Residency, 6th A Cross Road, Bhadrappa Layout, Koti Hosahalli, Bengaluru",Kodigehalli,8,4/1/2000,15374.86466
"GKVK Road, Vignana Kendra, Bengaluru",Vidyaranyapura,9,4/1/2000,15380.09512
"1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru",Ullalu,130,4/1/2000,15450.08215
"3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",Kengeri,159,4/1/2000,15491.73068
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,4/1/2000,15474.71642
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,4/1/2000,15454.60423
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,4/1/2000,15399.44326
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,4/1/2000,15450.45765
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,4/1/2000,15420.07269
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,4/1/2000,15459.9575
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,4/1/2000,15448.07877
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,4/1/2000,15465.10851
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,4/1/2000,15498.331
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,4/1/2000,15486.40963
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,4/1/2000,15453.79797
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,4/1/2000,15453.21149
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,4/1/2000,15484.77327
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,4/1/2000,15441.30837
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,4/1/2000,15439.24422
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,4/1/2000,15488.64417
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,4/1/2000,15515.53133
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,4/1/2000,15512.1177
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,4/1/2000,15486.33569
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,4/1/2000,15470.39267
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,4/1/2000,15469.22664
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,4/1/2000,15460.54047
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,4/1/2000,15474.39421
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,4/1/2000,15481.90496
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,4/1/2000,15482.77331
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,4/1/2000,15386.941
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,4/1/2000,15432.72011
"18, Malleshwaram West, Bengaluru",Malleswaram,45,4/1/2000,15446.90176
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,4/1/2000,15396.44774
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,4/1/2000,15426.03274
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,4/1/2000,15451.89068
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,4/1/2000,15459.90936
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,4/1/2000,15408.3491
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,4/1/2000,15406.98029
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,4/1/2000,15403.72893
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,4/1/2000,15408.36411
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,4/1/2000,15413.59632
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,4/1/2000,15411.37029
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,4/1/2000,15385.94628
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,4/1/2000,15404.43611
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,4/1/2000,15453.91328
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,4/1/2000,15427.77988
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,4/1/2000,15418.36674
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,4/1/2000,15445.85366
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,4/1/2000,15442.1822
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,4/1/2000,15425.12467
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,4/1/2000,15417.8923
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,4/1/2000,15443.14939
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,4/1/2000,15448.37967
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,4/1/2000,15482.41718
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,4/1/2000,15477.82456
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,4/1/2000,15472.30285
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,4/1/2000,15468.24579
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,4/1/2000,15467.75658
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,4/1/2000,15443.08723
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,4/1/2000,15391.04556
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,4/1/2000,15465.18545
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,4/1/2000,15413.39607
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,4/1/2000,15403.41996
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,4/1/2000,15407.04074
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,4/1/2000,15397.60054
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,4/1/2000,15398.50629
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,4/1/2000,15406.50104
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,4/1/2000,15399.56083
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,4/1/2000,15390.55594
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,4/1/2000,15392.12191
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,4/1/2000,15422.96272
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,4/1/2000,15414.29081
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,4/1/2000,15410.50986
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,4/1/2000,15388.00024
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,4/1/2000,15388.70253
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,4/1/2000,15344.07782
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,4/1/2000,15441.66452
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,4/1/2000,15440.04103
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,4/1/2000,15441.65518
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,4/1/2000,15388.1982
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,4/1/2000,15488.41322
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,4/1/2000,15506.07946
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,4/1/2000,15504.2692
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,4/1/2000,15439.10592
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,4/1/2000,15468.52545
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,4/1/2000,15481.02818
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,4/1/2000,15482.62279
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,4/1/2000,15457.4615
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,4/1/2000,15471.32571
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,4/1/2000,15457.7756
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,4/1/2000,15476.18661
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,4/1/2000,15472.30756
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,4/1/2000,15464.73632
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,4/1/2000,15459.85224
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,4/1/2000,15490.72502
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,4/1/2000,15481.18108
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,4/1/2000,15469.00185
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,4/1/2000,15475.71658
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,4/1/2000,15477.06696
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,4/1/2000,15485.54916
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,4/1/2000,15493.10197
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,4/1/2000,15479.5343
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,4/1/2000,15466.60216
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,4/1/2000,15501.78957
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,4/1/2000,15474.84319
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,4/1/2000,15472.66946
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,4/1/2000,15487.98595
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,4/1/2000,15476.57529
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,4/1/2000,15490.19157
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,4/1/2000,15488.35938
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,4/1/2000,15475.27075
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,4/1/2000,15482.34623
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,4/1/2000,15498.62741
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,4/1/2000,15504.41699
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,4/1/2000,15511.59485
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,4/1/2000,15499.23194
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,4/1/2000,15493.12214
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,4/1/2000,15496.75424
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,4/1/2000,15479.79714
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,4/1/2000,15497.27808
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,4/1/2000,15456.50708
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,4/1/2000,15442.01458
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,4/1/2000,15402.03287
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,4/1/2000,15438.93456
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,4/1/2000,15417.30242
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,4/1/2000,15473.66082
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,4/1/2000,15472.72234
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,4/1/2000,15441.16968
"Mandhara Niwas, 1st phase Girinagar, Banashankari Stage I, Banashankari, Bengaluru",Girinagar,162,4/1/2000,15454.8213
"0 1st Cross Road, 4th Block, Banashankari 3rd Stage, Banashankari, Bengaluru",Katriguppe,163,4/1/2000,15443.70985
"6th Cross Road, Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Vidyapeeta ward,164,4/1/2000,15441.4265
"Sushma Nilayam, 6th Main Road, Hrushikesh Nagar, Dattatreya Nagar, Hosakerehalli, Bengaluru",Hosakerehalli,161,4/1/2000,15449.48731
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru",Ganesh Mandir ward,165,4/1/2000,15440.45931
"300 6th Cross Road, 1st Block, 7th Block, Jayanagar, Bengaluru",Karisandra,166,4/1/2000,15423.40067
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,4/1/2000,15431.90821
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,4/1/2000,15443.92105
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,4/1/2000,15461.41546
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,4/1/2000,15472.98399
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,4/1/2000,15424.77017
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,4/1/2000,15427.24478
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,4/1/2000,15390.8953
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,4/1/2000,15388.58494
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,4/1/2000,15432.58993
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,4/1/2000,15417.06877
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,4/1/2000,15388.12781
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,4/1/2000,15395.42362
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,4/1/2000,15408.81236
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,4/1/2000,15406.47597
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,4/1/2000,15419.64861
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,4/1/2000,15331.54178
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,4/1/2000,15319.22173
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,4/1/2000,15455.64755
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,4/1/2000,15418.96935
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,4/1/2000,15364.43466
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,4/1/2000,15435.10678
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,4/1/2000,15386.96374
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,4/1/2000,15411.69706
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,4/1/2000,15428.14145
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,4/1/2000,15405.86052
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,4/1/2000,15395.57874
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,4/1/2000,15431.43861
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,4/1/2000,15437.79638
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,4/1/2000,15417.5414
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,4/1/2000,15415.4211
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,4/1/2000,15470.09359
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,4/1/2000,15458.80966
"469/2, Begur, Bengaluru",Begur,192,4/1/2000,15414.57171
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,4/1/2000,15409.69871
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,4/1/2000,15428.5429
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,4/1/2000,15416.67741
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,4/1/2000,15397.06137
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,4/1/2000,15447.51583
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,4/1/2000,15453.15839
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,4/1/2000,15419.49847
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,4/1/2000,15431.98162
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,4/1/2000,15475.19643
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,4/1/2000,15461.65415
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,4/1/2000,15396.11218
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,4/1/2000,15427.09235
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,4/1/2000,15405.69285
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,4/1/2000,15425.20223
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,4/1/2000,15338.06009
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,4/1/2000,15439.62614
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,7/1/2000,15072.18154
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,7/1/2000,15150.80685
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,7/1/2000,15127.18596
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,7/1/2000,15244.79966
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,7/1/2000,15225.97168
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,7/1/2000,15241.1975
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,7/1/2000,15233.57782
"100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru",A Narayanapura,56,7/1/2000,15225.45186
"Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru",Vijnana Nagar,81,7/1/2000,15175.64287
"HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru",HAL Airport,87,7/1/2000,15149.48365
"Vidyaranyapura Road, Bengaluru",Dodda Bommasandra,10,7/1/2000,15174.35962
"5th Main Singapura Layout, Bengaluru",Kuvempu Nagar,11,7/1/2000,15163.8177
"0 8th Cross Road, Yelahanka, Bengaluru",Jakkuru,5,7/1/2000,15147.57911
"Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru",Thanisandra,6,7/1/2000,15153.71151
"0 Amruthahalli Main Road, Talacauvery Layout, Sharada Nagar, Sneha Nagar, Byatarayanapura, Bengaluru",Byatarayanapura,7,7/1/2000,15161.33686
"Gulmohar Residency, 6th A Cross Road, Bhadrappa Layout, Koti Hosahalli, Bengaluru",Kodigehalli,8,7/1/2000,15222.01883
"GKVK Road, Vignana Kendra, Bengaluru",Vidyaranyapura,9,7/1/2000,15160.7437
"1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru",Ullalu,130,7/1/2000,15131.14244
"3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",Kengeri,159,7/1/2000,15067.46292
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,7/1/2000,15184.44098
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,7/1/2000,15189.25268
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,7/1/2000,15256.82282
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,7/1/2000,15084.20388
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,7/1/2000,15254.84645
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,7/1/2000,15321.35061
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,7/1/2000,15330.34908
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,7/1/2000,15333.25872
