DISPLAY_NA,WARD_NAME,WARD_NO,date,maximum_2m_air_temperature,minimum_2m_air_temperature
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,1980-01-01T00:00:00,305.6798096,288.14151
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,1980-01-01T00:00:00,305.6798096,288.14151
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,1980-01-01T00:00:00,305.6798096,288.14151
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,1980-01-01T00:00:00,305.6798096,288.14151
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,1980-01-01T00:00:00,305.6798096,288.14151
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,1980-01-01T00:00:00,305.6798096,288.14151
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,1980-01-01T00:00:00,305.6798096,288.14151
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,1980-01-01T00:00:00,305.6798096,288.14151
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,1980-01-01T00:00:00,305.6798096,288.14151
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,1980-01-01T00:00:00,305.6798096,288.14151
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,1980-01-01T00:00:00,305.6798096,288.14151
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,1980-01-01T00:00:00,305.6798096,288.14151
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,1980-04-01T00:00:00,306.5155334,292.9678955
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,1980-04-01T00:00:00,306.5155334,292.9678955
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,1980-04-01T00:00:00,306.5155334,292.9678955
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,1980-04-01T00:00:00,306.5786825,292.9678035
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,1980-04-01T00:00:00,306.5155334,292.9678955
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,1980-04-01T00:00:00,306.5155334,292.9678955
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,1980-04-01T00:00:00,306.7023468,292.9746992
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,1980-04-01T00:00:00,306.6355819,292.9677206
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,1980-04-01T00:00:00,306.5155334,292.9678955
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,1980-04-01T00:00:00,306.5155334,292.9678955
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,1980-04-01T00:00:00,306.5155334,292.9678955
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,1980-04-01T00:00:00,306.5155334,292.9678955
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,1980-04-01T00:00:00,306.5155334,292.9678955
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,1980-04-01T00:00:00,306.5155334,292.9678955
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,1980-04-01T00:00:00,306.5155334,292.9678955
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,1980-04-01T00:00:00,306.5155334,292.9678955
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,1980-04-01T00:00:00,306.5155334,292.9678955
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,1980-04-01T00:00:00,306.5155334,292.9678955
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,1980-04-01T00:00:00,306.5155334,292.9678955
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,1980-04-01T00:00:00,306.5155334,292.9678955
"469/2, Begur, Bengaluru",Begur,192,1980-04-01T00:00:00,306.5155334,292.9678955
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,1980-04-01T00:00:00,306.5155334,292.9678955
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,1980-04-01T00:00:00,306.5155334,292.9678955
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,1980-04-01T00:00:00,306.5155334,292.9678955
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,1980-04-01T00:00:00,306.579834,292.9485168
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,1980-04-01T00:00:00,306.579834,292.9485168
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,1980-04-01T00:00:00,306.4860485,292.9883443
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,1980-04-01T00:00:00,306.5155334,292.9678955
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,1980-04-01T00:00:00,306.5155334,292.9678955
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,1980-04-01T00:00:00,306.5155334,292.9678955
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,1980-04-01T00:00:00,306.5155334,292.9678955
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,1980-04-01T00:00:00,306.5155334,292.9678955
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,1980-04-01T00:00:00,306.5155334,292.9678955
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,1980-04-01T00:00:00,306.579834,292.9485168
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,1980-04-01T00:00:00,306.579834,292.9485168
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,1980-04-01T00:00:00,306.5155334,292.9678955
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,1980-04-01T00:00:00,306.4793297,292.9930041
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,1980-04-01T00:00:00,306.579834,292.9485168
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,1980-04-01T00:00:00,306.579834,292.9485168
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,1980-04-01T00:00:00,306.579834,292.9485168
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,1980-04-01T00:00:00,306.5771912,292.9493133
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,1980-04-01T00:00:00,306.5795097,292.9486146
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,1980-04-01T00:00:00,306.5756469,292.957923
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,1980-04-01T00:00:00,306.5571475,292.955354
"100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru",A Narayanapura,56,1980-04-01T00:00:00,306.5176892,292.9672458
"Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru",Vijnana Nagar,81,1980-04-01T00:00:00,306.5155334,292.9678955
"HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru",HAL Airport,87,1980-04-01T00:00:00,306.5155334,292.9678955
"Vidyaranyapura Road, Bengaluru",Dodda Bommasandra,10,1980-04-01T00:00:00,306.579834,292.9485168
"5th Main Singapura Layout, Bengaluru",Kuvempu Nagar,11,1980-04-01T00:00:00,306.579834,292.9485168
"0 8th Cross Road, Yelahanka, Bengaluru",Jakkuru,5,1980-04-01T00:00:00,306.579834,292.9485168
"Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru",Thanisandra,6,1980-04-01T00:00:00,306.579834,292.9485168
"0 Amruthahalli Main Road, Talacauvery Layout, Sharada Nagar, Sneha Nagar, Byatarayanapura, Bengaluru",Byatarayanapura,7,1980-04-01T00:00:00,306.579834,292.9485168
"Gulmohar Residency, 6th A Cross Road, Bhadrappa Layout, Koti Hosahalli, Bengaluru",Kodigehalli,8,1980-04-01T00:00:00,306.579834,292.9485168
"GKVK Road, Vignana Kendra, Bengaluru",Vidyaranyapura,9,1980-04-01T00:00:00,306.579834,292.9485168
"1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru",Ullalu,130,1980-04-01T00:00:00,306.4352753,293.0235574
"3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",Kengeri,159,1980-04-01T00:00:00,306.4352722,293.0235596
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,1980-04-01T00:00:00,306.5403282,293.0304763
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,1980-04-01T00:00:00,306.4381839,293.023657
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,1980-04-01T00:00:00,306.579834,292.9485168
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,1980-04-01T00:00:00,306.5155334,292.9678955
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,1980-04-01T00:00:00,306.579834,292.9485168
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,1980-04-01T00:00:00,306.579834,292.9485168
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,1980-04-01T00:00:00,306.579834,292.9485168
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,1980-04-01T00:00:00,306.579834,292.9485168
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,1980-04-01T00:00:00,306.5797839,292.9485319
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,1980-04-01T00:00:00,306.5181381,292.9671105
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,1980-04-01T00:00:00,306.5797287,292.9489196
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,1980-04-01T00:00:00,306.579834,292.9485168
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,1980-04-01T00:00:00,306.5686876,292.9911613
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,1980-04-01T00:00:00,306.579834,292.9485168
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,1980-04-01T00:00:00,306.5749846,292.9670699
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,1980-04-01T00:00:00,306.5767981,292.9601318
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,1980-04-01T00:00:00,306.5732585,292.9504985
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,1980-04-01T00:00:00,306.5471643,292.9829729
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,1980-04-01T00:00:00,306.5155334,292.9678955
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,1980-04-01T00:00:00,306.579834,292.9485168
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,1980-04-01T00:00:00,306.579834,292.9485168
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,1980-04-01T00:00:00,306.5691569,292.9517347
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,1980-04-01T00:00:00,306.579834,292.9485168
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,1980-04-01T00:00:00,306.5155334,292.9678955
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,1980-04-01T00:00:00,306.5471034,292.9583811
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,1980-04-01T00:00:00,306.575337,292.9498721
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,1980-04-01T00:00:00,306.579834,292.9485168
"18, Malleshwaram West, Bengaluru",Malleswaram,45,1980-04-01T00:00:00,306.579834,292.9485168
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,1980-04-01T00:00:00,306.5634903,292.9534425
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,1980-04-01T00:00:00,306.5646788,292.9530843
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,1980-04-01T00:00:00,306.579834,292.9485168
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,1980-04-01T00:00:00,306.5267031,292.9645292
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,1980-04-01T00:00:00,306.579834,292.9485168
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,1980-04-01T00:00:00,306.579834,292.9485168
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,1980-04-01T00:00:00,306.579834,292.9485168
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,1980-04-01T00:00:00,306.579834,292.9485168
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,1980-04-01T00:00:00,306.579834,292.9485168
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,1980-04-01T00:00:00,306.579834,292.9485168
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,1980-04-01T00:00:00,306.579834,292.9485168
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,1980-04-01T00:00:00,306.579834,292.9485168
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,1980-04-01T00:00:00,306.579834,292.9485168
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,1980-04-01T00:00:00,306.579834,292.9485168
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,1980-04-01T00:00:00,306.579834,292.9485168
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,1980-04-01T00:00:00,306.579834,292.9485168
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,1980-04-01T00:00:00,306.579834,292.9485168
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,1980-04-01T00:00:00,306.5752042,292.9499122
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,1980-04-01T00:00:00,306.5228042,292.9657043
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,1980-04-01T00:00:00,306.579834,292.9485168
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,1980-04-01T00:00:00,306.579834,292.9485168
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,1980-04-01T00:00:00,306.579834,292.9485168
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,1980-04-01T00:00:00,306.579834,292.9485168
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,1980-04-01T00:00:00,306.579834,292.9485168
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,1980-04-01T00:00:00,306.579834,292.9485168
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,1980-04-01T00:00:00,306.579834,292.9485168
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,1980-04-01T00:00:00,306.546274,292.958631
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,1980-04-01T00:00:00,306.5155334,292.9678955
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,1980-04-01T00:00:00,306.5463528,292.9586073
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,1980-04-01T00:00:00,306.5155334,292.9678955
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,1980-04-01T00:00:00,306.5155334,292.9678955
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,1980-04-01T00:00:00,306.5155334,292.9678955
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,1980-04-01T00:00:00,306.5155334,292.9678955
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,1980-04-01T00:00:00,306.5155334,292.9678955
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,1980-04-01T00:00:00,306.5155334,292.9678955
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,1980-04-01T00:00:00,306.579834,292.9485168
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,1980-04-01T00:00:00,306.526297,292.9646516
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,1980-04-01T00:00:00,306.5155334,292.9678955
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,1980-04-01T00:00:00,306.5155334,292.9678955
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,1980-04-01T00:00:00,306.5155334,292.9678955
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,1980-04-01T00:00:00,306.5155334,292.9678955
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,1980-04-01T00:00:00,306.5155334,292.9678955
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,1980-04-01T00:00:00,306.5155334,292.9678955
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,1980-04-01T00:00:00,306.5155334,292.9678955
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,1980-04-01T00:00:00,306.5155334,292.9678955
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,1980-04-01T00:00:00,306.5155334,292.9678955
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,1980-04-01T00:00:00,306.5155334,292.9678955
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,1980-04-01T00:00:00,306.5155334,292.9678955
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,1980-04-01T00:00:00,306.5155334,292.9678955
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,1980-04-01T00:00:00,306.5155334,292.9678955
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,1980-04-01T00:00:00,306.5155334,292.9678955
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,1980-04-01T00:00:00,306.5210037,292.9662469
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,1980-04-01T00:00:00,306.5155334,292.9678955
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,1980-04-01T00:00:00,306.5155334,292.9678955
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,1980-04-01T00:00:00,306.5155334,292.9678955
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,1980-04-01T00:00:00,306.5155334,292.9678955
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,1980-04-01T00:00:00,306.5155334,292.9678955
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,1980-04-01T00:00:00,306.5155334,292.9678955
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,1980-04-01T00:00:00,306.5155334,292.9678955
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,1980-04-01T00:00:00,306.5155334,292.9678955
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,1980-04-01T00:00:00,306.5155334,292.9678955
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,1980-04-01T00:00:00,306.5155334,292.9678955
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,1980-04-01T00:00:00,306.5155334,292.9678955
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,1980-04-01T00:00:00,306.5155334,292.9678955
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,1980-04-01T00:00:00,306.5155334,292.9678955
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,1980-04-01T00:00:00,306.5155334,292.9678955
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,1980-04-01T00:00:00,306.5155334,292.9678955
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,1980-04-01T00:00:00,306.5155334,292.9678955
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,1980-04-01T00:00:00,306.5155334,292.9678955
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,1980-04-01T00:00:00,306.5155334,292.9678955
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,1980-04-01T00:00:00,306.5155334,292.9678955
