ST_NM,date,evaptrans
Uttar Pradesh,2006-07-01,175.2239723267606
Uttar Pradesh,2006-10-01,50.3980867602817
Uttar Pradesh,2007-01-01,82.56255060760566
Uttar Pradesh,2007-04-01,4.498978648098591
Uttar Pradesh,2007-07-01,165.6757112392958
Uttar Pradesh,2007-10-01,54.36144534478873
Uttar Pradesh,2008-01-01,55.90212223591546
Uttar Pradesh,2008-04-01,6.507173308619716
Uttar Pradesh,2008-07-01,242.902969702817
Uttar Pradesh,2008-10-01,73.6162219312676
Uttar Pradesh,2009-01-01,71.98072142323943
Uttar Pradesh,2009-04-01,2.7822208978028167
Uttar Pradesh,2009-07-01,163.71678740126757
Uttar Pradesh,2009-10-01,56.706854697746486
Uttar Pradesh,2010-01-01,71.73161892422537
Uttar Pradesh,2010-04-01,0.6501141559014083
Uttar Pradesh,2010-07-01,203.28466124366193
Uttar Pradesh,2010-10-01,91.96783966492954
Uttar Pradesh,2011-01-01,94.23738346084507
Uttar Pradesh,2011-04-01,7.861144245239436
Uttar Pradesh,2011-07-01,234.3330254676056
Uttar Pradesh,2011-10-01,60.71591629605636
Uttar Pradesh,2012-01-01,72.37576727859154
Uttar Pradesh,2012-04-01,1.815284301366197
Uttar Pradesh,2012-07-01,164.1727576646479
Uttar Pradesh,2012-10-01,53.635975452112675
Uttar Pradesh,2013-01-01,95.37097141661972
Uttar Pradesh,2013-04-01,5.937162366774649
Uttar Pradesh,2013-07-01,139.36244075056334
Uttar Pradesh,2013-10-01,63.334884907464804
Uttar Pradesh,2014-01-01,99.07399575436617
Uttar Pradesh,2014-04-01,3.986799102887326
Uttar Pradesh,2014-07-01,92.3572399438028
Uttar Pradesh,2014-10-01,47.663834584647866
Uttar Pradesh,2015-01-01,91.45101573394368
Uttar Pradesh,2015-04-01,5.699549626732394
Uttar Pradesh,2015-07-01,75.96892948225351
Uttar Pradesh,2015-10-01,33.749856763380286
Uttar Pradesh,2016-01-01,60.282185234084515
Uttar Pradesh,2016-04-01,1.6666265136760567
Uttar Pradesh,2016-07-01,180.54475283098586
Uttar Pradesh,2016-10-01,49.81276419605634
Uttar Pradesh,2017-01-01,86.07363825338028
Uttar Pradesh,2017-04-01,3.584027280943662
Uttar Pradesh,2017-07-01,203.81825760140842
Uttar Pradesh,2017-10-01,55.36390521746478
Uttar Pradesh,2018-01-01,76.07458292619721
Uttar Pradesh,2018-04-01,7.049309642295776
Uttar Pradesh,2018-07-01,212.92725985211266
Uttar Pradesh,2018-10-01,56.17464190619719
Uttar Pradesh,2019-01-01,97.5336015292958
Uttar Pradesh,2019-04-01,6.8086352993380315
Uttar Pradesh,2019-07-01,190.5878781901409
Uttar Pradesh,2019-10-01,95.72331112267607
Uttar Pradesh,2020-01-01,119.43636586605636
Uttar Pradesh,2020-04-01,16.798941595549298
Uttar Pradesh,2020-07-01,213.99710164366206
Uttarakhand,2001-01-01,56.76726997923077
Uttarakhand,2001-04-01,65.06634319692307
Uttarakhand,2001-07-01,175.79986184923078
Uttarakhand,2001-10-01,52.43416667307694
Uttarakhand,2002-01-01,65.58052513230768
Uttarakhand,2002-04-01,54.13264319115386
Uttarakhand,2002-07-01,145.06347614307694
Uttarakhand,2002-10-01,73.69242699692307
Uttarakhand,2003-01-01,74.2444978223077
Uttarakhand,2003-04-01,61.225008632230775
Uttarakhand,2003-07-01,237.3710164307692
Uttarakhand,2003-10-01,80.68056387923077
Uttarakhand,2004-01-01,63.15377712076924
Uttarakhand,2004-04-01,70.38955497046153
Uttarakhand,2004-07-01,186.55660066923076
Uttarakhand,2004-10-01,86.88334982307691
Uttarakhand,2005-01-01,84.19737707230769
Uttarakhand,2005-04-01,66.31985399392308
Uttarakhand,2005-07-01,228.40524743846157
Uttarakhand,2005-10-01,84.58308272692307
Uttarakhand,2006-01-01,62.433113323076924
Uttarakhand,2006-04-01,89.92230216230769
Uttarakhand,2006-07-01,245.24141626923077
Uttarakhand,2006-10-01,85.29058060538462
Uttarakhand,2007-01-01,76.34698437692307
Uttarakhand,2007-04-01,94.74259271230768
Uttarakhand,2007-07-01,226.12543884615383
Uttarakhand,2007-10-01,81.31587607615383
Uttarakhand,2008-01-01,61.97660490384615
Uttarakhand,2008-04-01,80.84188641692307
Uttarakhand,2008-07-01,244.67820102307692
Uttarakhand,2008-10-01,83.70340224230769
Uttarakhand,2009-01-01,60.81199954307693
Uttarakhand,2009-04-01,55.32788409169233
Uttarakhand,2009-07-01,213.63269593076922
Uttarakhand,2009-10-01,86.17946810692307
Uttarakhand,2010-01-01,63.63296270615384
Uttarakhand,2010-04-01,57.36541335869231
Uttarakhand,2010-07-01,232.50015449999998
Uttarakhand,2010-10-01,100.91996112692307
Uttarakhand,2011-01-01,76.36621778923077
Uttarakhand,2011-04-01,89.9503203523077
Uttarakhand,2011-07-01,247.50396376923075
Uttarakhand,2011-10-01,88.3079791753846
Uttarakhand,2012-01-01,67.59833760615385
Uttarakhand,2012-04-01,57.16998985776923
Uttarakhand,2012-07-01,246.54540457692312
Uttarakhand,2012-10-01,98.10609869384615
Uttarakhand,2013-01-01,90.1371169946154
Uttarakhand,2013-04-01,91.62336653692309
Uttarakhand,2013-07-01,233.1692591230769
Uttarakhand,2013-10-01,93.04063400076924
Uttarakhand,2014-01-01,88.91475962230768
Uttarakhand,2014-04-01,86.88010572461539
Uttarakhand,2014-07-01,189.96359517846156
Uttarakhand,2014-10-01,83.21132021923076
Uttarakhand,2015-01-01,87.60287140461539
Uttarakhand,2015-04-01,94.66953777
Uttarakhand,2015-07-01,188.2542051153846
Uttarakhand,2015-10-01,75.95436052615386
Uttarakhand,2016-01-01,61.517290593846155
Uttarakhand,2016-04-01,75.35303284569231
Uttarakhand,2016-07-01,232.60765260000002
Uttarakhand,2016-10-01,78.48880994076923
Uttarakhand,2017-01-01,72.88582611538462
Uttarakhand,2017-04-01,94.3094526869231
Uttarakhand,2017-07-01,234.86448595384613
Uttarakhand,2017-10-01,91.63962878615385
Uttarakhand,2018-01-01,70.31075399692307
Uttarakhand,2018-04-01,99.74389298461537
Uttarakhand,2018-07-01,250.49039626923076
Uttarakhand,2018-10-01,91.05969714538462
Uttarakhand,2019-01-01,84.91551357307692
Uttarakhand,2019-04-01,84.89606412615383
Uttarakhand,2019-07-01,233.9912288076923
Uttarakhand,2019-10-01,100.61966093307691
Uttarakhand,2020-01-01,102.99539138615384
Uttarakhand,2020-04-01,125.2247553746154
Uttarakhand,2020-07-01,234.3510439
West Bengal,2001-01-01,49.78950265578948
West Bengal,2001-04-01,85.59717390736844
West Bengal,2001-07-01,202.5209269105263
West Bengal,2001-10-01,146.81140077368423
West Bengal,2002-01-01,70.44482720105263
West Bengal,2002-04-01,86.18897742842104
West Bengal,2002-07-01,241.42426261052628
West Bengal,2002-10-01,136.6089005421052
West Bengal,2003-01-01,77.84289481842106
West Bengal,2003-04-01,70.57209562526316
West Bengal,2003-07-01,216.01036511578945
West Bengal,2003-10-01,157.20584775789476
West Bengal,2004-01-01,61.643055153157896
West Bengal,2004-04-01,86.20706211526317
West Bengal,2004-07-01,203.17683260000004
West Bengal,2004-10-01,149.1470740263158
West Bengal,2005-01-01,82.06277470789473
West Bengal,2005-04-01,72.99884576157895
West Bengal,2005-07-01,228.81301534736843
West Bengal,2005-10-01,152.78584033157895
West Bengal,2006-01-01,65.13924038789473
West Bengal,2006-04-01,98.96346870000002
West Bengal,2006-07-01,234.80073009473682
West Bengal,2006-10-01,138.4459743421053
West Bengal,2007-01-01,75.30287436052632
West Bengal,2007-04-01,95.17252834947367
West Bengal,2007-07-01,226.26929963157895
West Bengal,2007-10-01,157.00054585789476
West Bengal,2008-01-01,79.35444084578947
West Bengal,2008-04-01,80.25904964526316
West Bengal,2008-07-01,221.88951934210527
West Bengal,2008-10-01,156.09486330000001
West Bengal,2009-01-01,59.866169393684196
West Bengal,2009-04-01,84.29838853684213
West Bengal,2009-07-01,212.76688619473688
West Bengal,2009-10-01,137.51105924210523
West Bengal,2010-01-01,50.792438672105256
West Bengal,2010-04-01,71.0773092868421
West Bengal,2010-07-01,237.9097002421052
West Bengal,2010-10-01,154.67591334210528
West Bengal,2011-01-01,69.61061482999999
West Bengal,2011-04-01,97.84547148789474
West Bengal,2011-07-01,248.56014764210528
West Bengal,2011-10-01,130.55052575210527
West Bengal,2012-01-01,59.583256804736855
West Bengal,2012-04-01,70.08596087
West Bengal,2012-07-01,227.76068784736847
West Bengal,2012-10-01,118.57775386526313
West Bengal,2013-01-01,56.92311973894736
West Bengal,2013-04-01,91.22780630368422
West Bengal,2013-07-01,236.02219879473685
West Bengal,2013-10-01,152.98208174210527
West Bengal,2014-01-01,87.86671993157896
West Bengal,2014-04-01,61.49330834421053
West Bengal,2014-07-01,251.94098434210522
West Bengal,2014-10-01,126.4124792231579
West Bengal,2015-01-01,75.03023358894738
West Bengal,2015-04-01,97.45561463526316
West Bengal,2015-07-01,225.8056437789474
West Bengal,2015-10-01,126.99268668368421
West Bengal,2016-01-01,66.95425317157896
West Bengal,2016-04-01,54.89570897236842
West Bengal,2016-07-01,240.90756062105265
West Bengal,2016-10-01,151.68288107894736
West Bengal,2017-01-01,78.6318125505263
West Bengal,2017-04-01,102.79876603157894
West Bengal,2017-07-01,219.72177894210526
West Bengal,2017-10-01,159.00364449999998
West Bengal,2018-01-01,76.58761233263156
West Bengal,2018-04-01,123.3522187668421
West Bengal,2018-07-01,243.77565387368423
West Bengal,2018-10-01,123.84337038789475
West Bengal,2019-01-01,83.71554961368423
West Bengal,2019-04-01,107.0106493368421
West Bengal,2019-07-01,222.79190344210528
West Bengal,2019-10-01,176.57537039473686
West Bengal,2020-01-01,112.95395256526318
West Bengal,2020-04-01,137.91730237736837
West Bengal,2020-07-01,224.0012989263158
